"mechanic_id","system","entry_type","entry_name","module","bundle","source_file","bytes","version_source","evidence"
"mechanic-102f103a32f8f0b8","Alliance-PvP","logic_or_ui_entry","AwardTipsView","","logic/lua_logic_0.assetbundle","analisis/system-map/system-map.csv","6109","Google Play LDPlayer","entrada de lÃ³gica/UI extraÃ­da"
"mechanic-76e488c7a529bc04","Alliance-PvP","logic_or_ui_entry","AwardTipsView2","","logic/lua_logic_0.assetbundle","analisis/system-map/system-map.csv","1990","Google Play LDPlayer","entrada de lÃ³gica/UI extraÃ­da"
"mechanic-fd2cd075713108ef","Alliance-PvP","logic_or_ui_entry","BeastAwardTipsView","","logic/lua_logic_11.assetbundle","analisis/system-map/system-map.csv","1525","Google Play LDPlayer","entrada de lÃ³gica/UI extraÃ­da"
"mechanic-0251a76485eb06c8","Alliance-PvP","logic_or_ui_entry","BeastBookAwardView","","logic/lua_logic_6.assetbundle","analisis/system-map/system-map.csv","1488","Google Play LDPlayer","entrada de lÃ³gica/UI extraÃ­da"
"mechanic-d775b51a0226b5ec","Alliance-PvP","logic_or_ui_entry","BlindAwardTipsView","","logic/lua_logic_0.assetbundle","analisis/system-map/system-map.csv","7576","Google Play LDPlayer","entrada de lÃ³gica/UI extraÃ­da"
"mechanic-dc6ab759f2970b66","Alliance-PvP","logic_or_ui_entry","CampWarController","","logic/lua_logic_7.assetbundle","analisis/system-map/system-map.csv","20298","Google Play LDPlayer","entrada de lÃ³gica/UI extraÃ­da"
"mechanic-2aed4abeea0844fc","Alliance-PvP","logic_or_ui_entry","CampWarKillView","","logic/lua_logic_7.assetbundle","analisis/system-map/system-map.csv","6192","Google Play LDPlayer","entrada de lÃ³gica/UI extraÃ­da"
"mechanic-84f7cdca8a189a06","Alliance-PvP","logic_or_ui_entry","CampWarModel","","logic/lua_logic_7.assetbundle","analisis/system-map/system-map.csv","13637","Google Play LDPlayer","entrada de lÃ³gica/UI extraÃ­da"
"mechanic-98c0fcfb464c4540","Alliance-PvP","logic_or_ui_entry","CampWarRankView","","logic/lua_logic_7.assetbundle","analisis/system-map/system-map.csv","1956","Google Play LDPlayer","entrada de lÃ³gica/UI extraÃ­da"
"mechanic-b335c267ac1f14ac","Alliance-PvP","logic_or_ui_entry","CampWarSuccessView","","logic/lua_logic_7.assetbundle","analisis/system-map/system-map.csv","5663","Google Play LDPlayer","entrada de lÃ³gica/UI extraÃ­da"
"mechanic-e5e81adda50a0a92","Alliance-PvP","logic_or_ui_entry","CampWarView","","logic/lua_logic_7.assetbundle","analisis/system-map/system-map.csv","1920","Google Play LDPlayer","entrada de lÃ³gica/UI extraÃ­da"
"mechanic-fecd3df08f8883f4","Alliance-PvP","logic_or_ui_entry","CardPlayWarView","","logic/lua_logic_7.assetbundle","analisis/system-map/system-map.csv","39639","Google Play LDPlayer","entrada de lÃ³gica/UI extraÃ­da"
"mechanic-e0c5bd326abd894d","Alliance-PvP","logic_or_ui_entry","CenturyLoveGetAwardView","","logic/lua_logic_7.assetbundle","analisis/system-map/system-map.csv","1742","Google Play LDPlayer","entrada de lÃ³gica/UI extraÃ­da"
"mechanic-0ccace4ed13fd8ef","Alliance-PvP","logic_or_ui_entry","CenturyLoveRewardRankView","","logic/lua_logic_5.assetbundle","analisis/system-map/system-map.csv","1648","Google Play LDPlayer","entrada de lÃ³gica/UI extraÃ­da"
"mechanic-88d173e1dad92607","Alliance-PvP","logic_or_ui_entry","ChaseOperateEscortAwardPanel","","logic/lua_logic_7.assetbundle","analisis/system-map/system-map.csv","13229","Google Play LDPlayer","entrada de lÃ³gica/UI extraÃ­da"
"mechanic-10833a6d0b237280","Alliance-PvP","logic_or_ui_entry","CommonPassAwardView","","logic/lua_logic_all.assetbundle","analisis/system-map/system-map.csv","4262","Google Play LDPlayer","entrada de lÃ³gica/UI extraÃ­da"
"mechanic-80213d0816b70504","Alliance-PvP","logic_or_ui_entry","CountryAwardsShowTips","","logic/lua_logic_7.assetbundle","analisis/system-map/system-map.csv","1705","Google Play LDPlayer","entrada de lÃ³gica/UI extraÃ­da"
"mechanic-cec68704c9050720","Alliance-PvP","logic_or_ui_entry","CountryHuntAwardView","","logic/lua_logic_7.assetbundle","analisis/system-map/system-map.csv","5837","Google Play LDPlayer","entrada de lÃ³gica/UI extraÃ­da"
"mechanic-2673e8a407530da7","Alliance-PvP","logic_or_ui_entry","CountryHuntingBoxAwardTipsView","","logic/lua_logic_7.assetbundle","analisis/system-map/system-map.csv","1475","Google Play LDPlayer","entrada de lÃ³gica/UI extraÃ­da"
"mechanic-c4d2e212cc1748c7","Alliance-PvP","logic_or_ui_entry","CountryHuntingPvpView","","logic/lua_logic_7.assetbundle","analisis/system-map/system-map.csv","2410","Google Play LDPlayer","entrada de lÃ³gica/UI extraÃ­da"
"mechanic-7bd3a3ac158f8031","Alliance-PvP","logic_or_ui_entry","CountryHuntingScroeAwardView","","logic/lua_logic_7.assetbundle","analisis/system-map/system-map.csv","1650","Google Play LDPlayer","entrada de lÃ³gica/UI extraÃ­da"
"mechanic-416fbbb17946afb1","Alliance-PvP","logic_or_ui_entry","CountryLandAwardBox","","logic/lua_logic_7.assetbundle","analisis/system-map/system-map.csv","5924","Google Play LDPlayer","entrada de lÃ³gica/UI extraÃ­da"
"mechanic-9c8a9911910fd63c","Alliance-PvP","logic_or_ui_entry","CountryTempleAwardTips","","logic/lua_logic_7.assetbundle","analisis/system-map/system-map.csv","1332","Google Play LDPlayer","entrada de lÃ³gica/UI extraÃ­da"
"mechanic-4ae7c69d82d65021","Alliance-PvP","logic_or_ui_entry","CountryWarActiveView","","logic/lua_logic_7.assetbundle","analisis/system-map/system-map.csv","4785","Google Play LDPlayer","entrada de lÃ³gica/UI extraÃ­da"
"mechanic-e4a03f23962bb587","Alliance-PvP","logic_or_ui_entry","CountryWarController","","logic/lua_logic_7.assetbundle","analisis/system-map/system-map.csv","16925","Google Play LDPlayer","entrada de lÃ³gica/UI extraÃ­da"
"mechanic-82182659381c0bf9","Alliance-PvP","logic_or_ui_entry","CountryWarLandTips","","logic/lua_logic_7.assetbundle","analisis/system-map/system-map.csv","7859","Google Play LDPlayer","entrada de lÃ³gica/UI extraÃ­da"
"mechanic-42318ff6fe8be61d","Alliance-PvP","logic_or_ui_entry","CountryWarModel","","logic/lua_logic_7.assetbundle","analisis/system-map/system-map.csv","12530","Google Play LDPlayer","entrada de lÃ³gica/UI extraÃ­da"
"mechanic-49e5f114a152d253","Alliance-PvP","logic_or_ui_entry","CountryWarRecordView","","logic/lua_logic_7.assetbundle","analisis/system-map/system-map.csv","2591","Google Play LDPlayer","entrada de lÃ³gica/UI extraÃ­da"
"mechanic-4afeaf78642c3513","Alliance-PvP","logic_or_ui_entry","CountryWarStrongHode","","logic/lua_logic_7.assetbundle","analisis/system-map/system-map.csv","6023","Google Play LDPlayer","entrada de lÃ³gica/UI extraÃ­da"
"mechanic-9768d228502a5391","Alliance-PvP","logic_or_ui_entry","CrossConsumeRankRewardView","","logic/lua_logic_7.assetbundle","analisis/system-map/system-map.csv","2004","Google Play LDPlayer","entrada de lÃ³gica/UI extraÃ­da"
"mechanic-c4accd0bd1e50066","Alliance-PvP","logic_or_ui_entry","CrossVoiceAwardPanel","","logic/lua_logic_7.assetbundle","analisis/system-map/system-map.csv","6175","Google Play LDPlayer","entrada de lÃ³gica/UI extraÃ­da"
"mechanic-c9a1cba3aaf8ceee","Alliance-PvP","logic_or_ui_entry","CustomAwardProgress","","logic/lua_logic_all.assetbundle","analisis/system-map/system-map.csv","4579","Google Play LDPlayer","entrada de lÃ³gica/UI extraÃ­da"
"mechanic-6e2b15db82bc22cf","Alliance-PvP","logic_or_ui_entry","DanceDropAwardPanel","","logic/lua_logic_5.assetbundle","analisis/system-map/system-map.csv","1820","Google Play LDPlayer","entrada de lÃ³gica/UI extraÃ­da"
"mechanic-be9a52dc06e6c284","Alliance-PvP","logic_or_ui_entry","DanceGameScoreAwardView","","logic/lua_logic_8.assetbundle","analisis/system-map/system-map.csv","1626","Google Play LDPlayer","entrada de lÃ³gica/UI extraÃ­da"
"mechanic-b6549c4a870c28eb","Alliance-PvP","logic_or_ui_entry","data_abroadReward","","logic/lua_config_module_1.assetbundle","analisis/system-map/system-map.csv","1769","Google Play LDPlayer","entrada de lÃ³gica/UI extraÃ­da"
"mechanic-eab1096b885914ef","Alliance-PvP","logic_or_ui_entry","data_abroadReward","","logic/lua_config_module_en_1.assetbundle","analisis/system-map/system-map.csv","1772","Google Play LDPlayer","entrada de lÃ³gica/UI extraÃ­da"
"mechanic-30d7df193262f836","Alliance-PvP","logic_or_ui_entry","data_abroadReward","","logic/lua_config_module_id_1.assetbundle","analisis/system-map/system-map.csv","1772","Google Play LDPlayer","entrada de lÃ³gica/UI extraÃ­da"
"mechanic-cea193e7cbabbf3d","Alliance-PvP","logic_or_ui_entry","data_abroadReward","","logic/lua_config_module_ru_1.assetbundle","analisis/system-map/system-map.csv","1885","Google Play LDPlayer","entrada de lÃ³gica/UI extraÃ­da"
"mechanic-07bcb0a011559934","Alliance-PvP","logic_or_ui_entry","data_asyncArea__result_award","","logic/lua_config_module_1.assetbundle","analisis/system-map/system-map.csv","4027","Google Play LDPlayer","entrada de lÃ³gica/UI extraÃ­da"
"mechanic-11fe4d793f4bf1c4","Alliance-PvP","logic_or_ui_entry","data_asyncArea__result_award","","logic/lua_config_module_en_1.assetbundle","analisis/system-map/system-map.csv","4030","Google Play LDPlayer","entrada de lÃ³gica/UI extraÃ­da"
"mechanic-2d243c33655dd134","Alliance-PvP","logic_or_ui_entry","data_asyncArea__result_award","","logic/lua_config_module_id_1.assetbundle","analisis/system-map/system-map.csv","4030","Google Play LDPlayer","entrada de lÃ³gica/UI extraÃ­da"
"mechanic-d5abf237fadf90f8","Alliance-PvP","logic_or_ui_entry","data_asyncArea__result_award","","logic/lua_config_module_ru_1.assetbundle","analisis/system-map/system-map.csv","4030","Google Play LDPlayer","entrada de lÃ³gica/UI extraÃ­da"
"mechanic-7476b0fc91013861","Alliance-PvP","logic_or_ui_entry","data_asyncArea__special_award","","logic/lua_config_module_1.assetbundle","analisis/system-map/system-map.csv","576","Google Play LDPlayer","entrada de lÃ³gica/UI extraÃ­da"
"mechanic-279dbb6bbb018707","Alliance-PvP","logic_or_ui_entry","data_asyncArea__special_award","","logic/lua_config_module_en_1.assetbundle","analisis/system-map/system-map.csv","579","Google Play LDPlayer","entrada de lÃ³gica/UI extraÃ­da"
"mechanic-5297efa29eb0242b","Alliance-PvP","logic_or_ui_entry","data_asyncArea__special_award","","logic/lua_config_module_id_1.assetbundle","analisis/system-map/system-map.csv","579","Google Play LDPlayer","entrada de lÃ³gica/UI extraÃ­da"
"mechanic-9626aa43cf02cf0e","Alliance-PvP","logic_or_ui_entry","data_asyncArea__special_award","","logic/lua_config_module_ru_1.assetbundle","analisis/system-map/system-map.csv","579","Google Play LDPlayer","entrada de lÃ³gica/UI extraÃ­da"
"mechanic-8f70c6d1f963bacc","Alliance-PvP","logic_or_ui_entry","data_award_recharge","","logic/lua_config_module_1.assetbundle","analisis/system-map/system-map.csv","2756","Google Play LDPlayer","entrada de lÃ³gica/UI extraÃ­da"
"mechanic-591c317544e4031f","Alliance-PvP","logic_or_ui_entry","data_award_recharge","","logic/lua_config_module_en_1.assetbundle","analisis/system-map/system-map.csv","2759","Google Play LDPlayer","entrada de lÃ³gica/UI extraÃ­da"
"mechanic-c67b95f251da2b0e","Alliance-PvP","logic_or_ui_entry","data_award_recharge","","logic/lua_config_module_id_1.assetbundle","analisis/system-map/system-map.csv","2759","Google Play LDPlayer","entrada de lÃ³gica/UI extraÃ­da"
"mechanic-d323071cad2813c5","Alliance-PvP","logic_or_ui_entry","data_award_recharge","","logic/lua_config_module_ru_1.assetbundle","analisis/system-map/system-map.csv","2759","Google Play LDPlayer","entrada de lÃ³gica/UI extraÃ­da"
"mechanic-f7dfc778f365a9bb","Alliance-PvP","logic_or_ui_entry","data_camp_war","","logic/lua_config_module_3.assetbundle","analisis/system-map/system-map.csv","5039","Google Play LDPlayer","entrada de lÃ³gica/UI extraÃ­da"
"mechanic-1a849ba2c39352f7","Alliance-PvP","logic_or_ui_entry","data_camp_war","","logic/lua_config_module_en_3.assetbundle","analisis/system-map/system-map.csv","5045","Google Play LDPlayer","entrada de lÃ³gica/UI extraÃ­da"
"mechanic-c7836422416e23c9","Alliance-PvP","logic_or_ui_entry","data_camp_war","","logic/lua_config_module_id_3.assetbundle","analisis/system-map/system-map.csv","5042","Google Play LDPlayer","entrada de lÃ³gica/UI extraÃ­da"
"mechanic-57b8e522ac616f7b","Alliance-PvP","logic_or_ui_entry","data_camp_war","","logic/lua_config_module_ru_3.assetbundle","analisis/system-map/system-map.csv","5054","Google Play LDPlayer","entrada de lÃ³gica/UI extraÃ­da"
"mechanic-82070dd3d79f0832","Alliance-PvP","logic_or_ui_entry","data_collectCard__get_award","","logic/lua_config_module_3.assetbundle","analisis/system-map/system-map.csv","1013","Google Play LDPlayer","entrada de lÃ³gica/UI extraÃ­da"
"mechanic-b64889b123d5e3ca","Alliance-PvP","logic_or_ui_entry","data_collectCard__get_award","","logic/lua_config_module_en_3.assetbundle","analisis/system-map/system-map.csv","1016","Google Play LDPlayer","entrada de lÃ³gica/UI extraÃ­da"
"mechanic-8b69b3838b6e39ab","Alliance-PvP","logic_or_ui_entry","data_collectCard__get_award","","logic/lua_config_module_id_3.assetbundle","analisis/system-map/system-map.csv","1016","Google Play LDPlayer","entrada de lÃ³gica/UI extraÃ­da"
"mechanic-98c7d20bcf7e2c2b","Alliance-PvP","logic_or_ui_entry","data_collectCard__get_award","","logic/lua_config_module_ru_3.assetbundle","analisis/system-map/system-map.csv","1016","Google Play LDPlayer","entrada de lÃ³gica/UI extraÃ­da"
"mechanic-e03c7f26911bc47b","Alliance-PvP","logic_or_ui_entry","data_country__award_no","","logic/lua_config_module_3.assetbundle","analisis/system-map/system-map.csv","24529","Google Play LDPlayer","entrada de lÃ³gica/UI extraÃ­da"
"mechanic-f95a125f95b91d65","Alliance-PvP","logic_or_ui_entry","data_country__award_no","","logic/lua_config_module_en_3.assetbundle","analisis/system-map/system-map.csv","24532","Google Play LDPlayer","entrada de lÃ³gica/UI extraÃ­da"
"mechanic-5ec158fc92af4d8f","Alliance-PvP","logic_or_ui_entry","data_country__award_no","","logic/lua_config_module_id_3.assetbundle","analisis/system-map/system-map.csv","24532","Google Play LDPlayer","entrada de lÃ³gica/UI extraÃ­da"
"mechanic-9a6feaf1e05ce370","Alliance-PvP","logic_or_ui_entry","data_country__award_no","","logic/lua_config_module_ru_3.assetbundle","analisis/system-map/system-map.csv","24532","Google Play LDPlayer","entrada de lÃ³gica/UI extraÃ­da"
"mechanic-6faffd85737ac5f2","Alliance-PvP","logic_or_ui_entry","data_country_hunting__awards","","logic/lua_config_module_3.assetbundle","analisis/system-map/system-map.csv","6962","Google Play LDPlayer","entrada de lÃ³gica/UI extraÃ­da"
"mechanic-8d3891292c165549","Alliance-PvP","logic_or_ui_entry","data_country_hunting__awards","","logic/lua_config_module_en_3.assetbundle","analisis/system-map/system-map.csv","6965","Google Play LDPlayer","entrada de lÃ³gica/UI extraÃ­da"
"mechanic-5cc06d679589430e","Alliance-PvP","logic_or_ui_entry","data_country_hunting__awards","","logic/lua_config_module_id_3.assetbundle","analisis/system-map/system-map.csv","6965","Google Play LDPlayer","entrada de lÃ³gica/UI extraÃ­da"
"mechanic-dd401f88741c6248","Alliance-PvP","logic_or_ui_entry","data_country_hunting__awards","","logic/lua_config_module_ru_3.assetbundle","analisis/system-map/system-map.csv","6965","Google Play LDPlayer","entrada de lÃ³gica/UI extraÃ­da"
"mechanic-130fc95b8180784f","Alliance-PvP","logic_or_ui_entry","data_country_war","","logic/lua_config_module_3.assetbundle","analisis/system-map/system-map.csv","4288","Google Play LDPlayer","entrada de lÃ³gica/UI extraÃ­da"
"mechanic-f0496483d0decec1","Alliance-PvP","logic_or_ui_entry","data_country_war","","logic/lua_config_module_en_3.assetbundle","analisis/system-map/system-map.csv","4293","Google Play LDPlayer","entrada de lÃ³gica/UI extraÃ­da"
"mechanic-f0ea09b2bcf077ff","Alliance-PvP","logic_or_ui_entry","data_country_war","","logic/lua_config_module_id_3.assetbundle","analisis/system-map/system-map.csv","4298","Google Play LDPlayer","entrada de lÃ³gica/UI extraÃ­da"
"mechanic-646d983cfddee43d","Alliance-PvP","logic_or_ui_entry","data_country_war","","logic/lua_config_module_ru_3.assetbundle","analisis/system-map/system-map.csv","4319","Google Play LDPlayer","entrada de lÃ³gica/UI extraÃ­da"
"mechanic-3436b01007582270","Alliance-PvP","logic_or_ui_entry","data_deepTower__bigAward","","logic/lua_config_module_4.assetbundle","analisis/system-map/system-map.csv","10235","Google Play LDPlayer","entrada de lÃ³gica/UI extraÃ­da"
"mechanic-5f31c8b5bbcb3fb7","Alliance-PvP","logic_or_ui_entry","data_deepTower__bigAward","","logic/lua_config_module_en_4.assetbundle","analisis/system-map/system-map.csv","10238","Google Play LDPlayer","entrada de lÃ³gica/UI extraÃ­da"
"mechanic-037fcb806075001c","Alliance-PvP","logic_or_ui_entry","data_deepTower__bigAward","","logic/lua_config_module_id_4.assetbundle","analisis/system-map/system-map.csv","10238","Google Play LDPlayer","entrada de lÃ³gica/UI extraÃ­da"
"mechanic-f31d3fb5fbcc6855","Alliance-PvP","logic_or_ui_entry","data_deepTower__bigAward","","logic/lua_config_module_ru_4.assetbundle","analisis/system-map/system-map.csv","10238","Google Play LDPlayer","entrada de lÃ³gica/UI extraÃ­da"
"mechanic-c2330e8b9c3c2eae","Alliance-PvP","logic_or_ui_entry","data_deepTower__bigAwardList","","logic/lua_config_module_4.assetbundle","analisis/system-map/system-map.csv","9439","Google Play LDPlayer","entrada de lÃ³gica/UI extraÃ­da"
"mechanic-06455d4b2d3ea5ad","Alliance-PvP","logic_or_ui_entry","data_deepTower__bigAwardList","","logic/lua_config_module_en_4.assetbundle","analisis/system-map/system-map.csv","9442","Google Play LDPlayer","entrada de lÃ³gica/UI extraÃ­da"
"mechanic-23f5ecae6a51b16b","Alliance-PvP","logic_or_ui_entry","data_deepTower__bigAwardList","","logic/lua_config_module_id_4.assetbundle","analisis/system-map/system-map.csv","9442","Google Play LDPlayer","entrada de lÃ³gica/UI extraÃ­da"
"mechanic-4451502aea97dcb2","Alliance-PvP","logic_or_ui_entry","data_deepTower__bigAwardList","","logic/lua_config_module_ru_4.assetbundle","analisis/system-map/system-map.csv","9442","Google Play LDPlayer","entrada de lÃ³gica/UI extraÃ­da"
"mechanic-d5223a3dc019940e","Alliance-PvP","logic_or_ui_entry","data_deepTower__rankAward","","logic/lua_config_module_4.assetbundle","analisis/system-map/system-map.csv","2172","Google Play LDPlayer","entrada de lÃ³gica/UI extraÃ­da"
"mechanic-44c47de2e7b07e2a","Alliance-PvP","logic_or_ui_entry","data_deepTower__rankAward","","logic/lua_config_module_en_4.assetbundle","analisis/system-map/system-map.csv","2175","Google Play LDPlayer","entrada de lÃ³gica/UI extraÃ­da"
"mechanic-7589a6428d06f2bd","Alliance-PvP","logic_or_ui_entry","data_deepTower__rankAward","","logic/lua_config_module_id_4.assetbundle","analisis/system-map/system-map.csv","2175","Google Play LDPlayer","entrada de lÃ³gica/UI extraÃ­da"
"mechanic-41e3bad05fcadf98","Alliance-PvP","logic_or_ui_entry","data_deepTower__rankAward","","logic/lua_config_module_ru_4.assetbundle","analisis/system-map/system-map.csv","2175","Google Play LDPlayer","entrada de lÃ³gica/UI extraÃ­da"
"mechanic-d297c263d35b8955","Alliance-PvP","logic_or_ui_entry","data_dun_pirate__pirateAward","","logic/lua_config_module_4.assetbundle","analisis/system-map/system-map.csv","10525","Google Play LDPlayer","entrada de lÃ³gica/UI extraÃ­da"
"mechanic-154ded09653a39d4","Alliance-PvP","logic_or_ui_entry","data_dun_pirate__pirateAward","","logic/lua_config_module_en_4.assetbundle","analisis/system-map/system-map.csv","10528","Google Play LDPlayer","entrada de lÃ³gica/UI extraÃ­da"
"mechanic-27b58e46a440928f","Alliance-PvP","logic_or_ui_entry","data_dun_pirate__pirateAward","","logic/lua_config_module_id_4.assetbundle","analisis/system-map/system-map.csv","10528","Google Play LDPlayer","entrada de lÃ³gica/UI extraÃ­da"
"mechanic-cefd63ec67eb1abd","Alliance-PvP","logic_or_ui_entry","data_dun_pirate__pirateAward","","logic/lua_config_module_ru_4.assetbundle","analisis/system-map/system-map.csv","10528","Google Play LDPlayer","entrada de lÃ³gica/UI extraÃ­da"
"mechanic-39e4b1e6b89a43e1","Alliance-PvP","logic_or_ui_entry","data_guild_war","","logic/lua_config_module_7.assetbundle","analisis/system-map/system-map.csv","2939","Google Play LDPlayer","entrada de lÃ³gica/UI extraÃ­da"
"mechanic-fd4f17a8f6170469","Alliance-PvP","logic_or_ui_entry","data_guild_war","","logic/lua_config_module_en_7.assetbundle","analisis/system-map/system-map.csv","2942","Google Play LDPlayer","entrada de lÃ³gica/UI extraÃ­da"
"mechanic-3a99de6c89387ae7","Alliance-PvP","logic_or_ui_entry","data_guild_war","","logic/lua_config_module_id_7.assetbundle","analisis/system-map/system-map.csv","2942","Google Play LDPlayer","entrada de lÃ³gica/UI extraÃ­da"
"mechanic-3e25564750242368","Alliance-PvP","logic_or_ui_entry","data_guild_war","","logic/lua_config_module_ru_7.assetbundle","analisis/system-map/system-map.csv","2942","Google Play LDPlayer","entrada de lÃ³gica/UI extraÃ­da"
"mechanic-cfcc801654d9e5ac","Alliance-PvP","logic_or_ui_entry","data_hang_up__awards","","logic/lua_config_module_8.assetbundle","analisis/system-map/system-map.csv","2425","Google Play LDPlayer","entrada de lÃ³gica/UI extraÃ­da"
"mechanic-8eb49b6923ae1bf3","Alliance-PvP","logic_or_ui_entry","data_hang_up__awards","","logic/lua_config_module_en_8.assetbundle","analisis/system-map/system-map.csv","2428","Google Play LDPlayer","entrada de lÃ³gica/UI extraÃ­da"
"mechanic-bd6234744e22498c","Alliance-PvP","logic_or_ui_entry","data_hang_up__awards","","logic/lua_config_module_id_8.assetbundle","analisis/system-map/system-map.csv","2428","Google Play LDPlayer","entrada de lÃ³gica/UI extraÃ­da"
"mechanic-6860ac0d6c79ceff","Alliance-PvP","logic_or_ui_entry","data_hang_up__awards","","logic/lua_config_module_ru_8.assetbundle","analisis/system-map/system-map.csv","2428","Google Play LDPlayer","entrada de lÃ³gica/UI extraÃ­da"
"mechanic-2d76b1b774c74302","Alliance-PvP","logic_or_ui_entry","data_hang_up__awardtext","","logic/lua_config_module_8.assetbundle","analisis/system-map/system-map.csv","5603","Google Play LDPlayer","entrada de lÃ³gica/UI extraÃ­da"
"mechanic-ee824113cd7ba24f","Alliance-PvP","logic_or_ui_entry","data_hang_up__awardtext","","logic/lua_config_module_en_8.assetbundle","analisis/system-map/system-map.csv","6651","Google Play LDPlayer","entrada de lÃ³gica/UI extraÃ­da"
"mechanic-bdd4d2a166623658","Alliance-PvP","logic_or_ui_entry","data_hang_up__awardtext","","logic/lua_config_module_id_8.assetbundle","analisis/system-map/system-map.csv","8045","Google Play LDPlayer","entrada de lÃ³gica/UI extraÃ­da"
"mechanic-7dfcb3b3fb2ed300","Alliance-PvP","logic_or_ui_entry","data_hang_up__awardtext","","logic/lua_config_module_ru_8.assetbundle","analisis/system-map/system-map.csv","12102","Google Play LDPlayer","entrada de lÃ³gica/UI extraÃ­da"
"mechanic-24bdbe4e1c9117ca","Alliance-PvP","logic_or_ui_entry","data_lev_awards","","logic/lua_config_module_0.assetbundle","analisis/system-map/system-map.csv","7867","Google Play LDPlayer","entrada de lÃ³gica/UI extraÃ­da"
"mechanic-913d582c77ab73a2","Alliance-PvP","logic_or_ui_entry","data_lev_awards","","logic/lua_config_module_en_0.assetbundle","analisis/system-map/system-map.csv","7870","Google Play LDPlayer","entrada de lÃ³gica/UI extraÃ­da"
"mechanic-e19483846e9dc9aa","Alliance-PvP","logic_or_ui_entry","data_lev_awards","","logic/lua_config_module_id_0.assetbundle","analisis/system-map/system-map.csv","7870","Google Play LDPlayer","entrada de lÃ³gica/UI extraÃ­da"
