"object_id","record_type","category","internal_name","published_name","description","source_method","source_parameters","icon_path","bundle","width","height","evidence","version_source","source_file"
"c1c50171afdaf0a8","search_resource","dungeons","2_2_4","","","Mazmorras y actividades","","analisis/catalogos/contact-sheets/2_2_4__atlas__advancedungeon__6fdce98310.png","atlas/advancedungeon.assetbundle","196","50","True","Google Play LDPlayer","analisis/catalogos/object-search-database.csv"
"1fa4fdc5f52ff1f2","search_resource","dungeons","2_2_5","","","Mazmorras y actividades","","analisis/catalogos/contact-sheets/2_2_5__atlas__advancedungeon__1d71665ab8.png","atlas/advancedungeon.assetbundle","113","161","True","Google Play LDPlayer","analisis/catalogos/object-search-database.csv"
"2ce328f4e51c1953","search_resource","dungeons","2_2_6","","","Mazmorras y actividades","","analisis/catalogos/contact-sheets/2_2_6__atlas__advancedungeon__42edd98492.png","atlas/advancedungeon.assetbundle","110","197","True","Google Play LDPlayer","analisis/catalogos/object-search-database.csv"
"655e1d73fa400e6c","search_resource","dungeons","2_2_7","","","Mazmorras y actividades","","analisis/catalogos/contact-sheets/2_2_7__atlas__advancedungeon__5baf1ec400.png","atlas/advancedungeon.assetbundle","132","133","True","Google Play LDPlayer","analisis/catalogos/object-search-database.csv"
"b19f6a2a38434ad4","search_resource","dungeons","2_2_8","","","Mazmorras y actividades","","analisis/catalogos/contact-sheets/2_2_8__atlas__advancedungeon__c4073961e3.png","atlas/advancedungeon.assetbundle","109","167","True","Google Play LDPlayer","analisis/catalogos/object-search-database.csv"
"5ff22932a7e77859","search_resource","dungeons","2_2_9","","","Mazmorras y actividades","","analisis/catalogos/contact-sheets/2_2_9__atlas__advancedungeon__67ed4cf173.png","atlas/advancedungeon.assetbundle","70","158","True","Google Play LDPlayer","analisis/catalogos/object-search-database.csv"
"ef3fdaea442e2d1a","search_resource","dungeons","activityIconTimeBg","","","Mazmorras y actividades","","analisis/catalogos/contact-sheets/activityIconTimeBg__atlas__mainui__08f901e3a8.png","atlas/mainui.assetbundle","87","22","True","Google Play LDPlayer","analisis/catalogos/object-search-database.csv"
"2c25bb804db7da37","search_resource","dungeons","baoxiang","","","Mazmorras y actividades","","analisis/catalogos/contact-sheets/baoxiang__atlas__advancedungeon__ebae951099.png","atlas/advancedungeon.assetbundle","87","87","True","Google Play LDPlayer","analisis/catalogos/object-search-database.csv"
"a064c98d0ba87689","search_resource","dungeons","baoxiangIcon","","","Mazmorras y actividades","","analisis/catalogos/contact-sheets/baoxiangIcon__atlas__advancedungeon__ac027ef93a.png","atlas/advancedungeon.assetbundle","69","70","True","Google Play LDPlayer","analisis/catalogos/object-search-database.csv"
"c85d72f2df0a2778","search_resource","dungeons","baozang_butoudi_bg_9S","","","Mazmorras y actividades","","analisis/catalogos/contact-sheets/baozang_butoudi_bg_9S__atlas__activitytrial__f9c493337b.png","atlas/activitytrial.assetbundle","29","8","True","Google Play LDPlayer","analisis/catalogos/object-search-database.csv"
"df80a700a151dcf5","search_resource","dungeons","baozang_fengexian_heng_H3S","","","Mazmorras y actividades","","analisis/catalogos/contact-sheets/baozang_fengexian_heng_H3S__atlas__dragoneggactivity__9a952fc49a.png","atlas/dragoneggactivity.assetbundle","4","1","True","Google Play LDPlayer","analisis/catalogos/object-search-database.csv"
"606fe8d42f9ec0cc","search_resource","dungeons","bean1","","","Mazmorras y actividades","","analisis/catalogos/contact-sheets/bean1__atlas__afireactivity5__bf8181c37b.png","atlas/afireactivity5.assetbundle","79","88","True","Google Play LDPlayer","analisis/catalogos/object-search-database.csv"
"7f030093f7e6ea40","search_resource","dungeons","bean2","","","Mazmorras y actividades","","analisis/catalogos/contact-sheets/bean2__atlas__afireactivity5__43be66afbf.png","atlas/afireactivity5.assetbundle","79","88","True","Google Play LDPlayer","analisis/catalogos/object-search-database.csv"
"a45471a9493654b4","search_resource","dungeons","bean3","","","Mazmorras y actividades","","analisis/catalogos/contact-sheets/bean3__atlas__afireactivity5__4d94068c2e.png","atlas/afireactivity5.assetbundle","79","88","True","Google Play LDPlayer","analisis/catalogos/object-search-database.csv"
"8ab7098755d073f2","search_resource","dungeons","bean4","","","Mazmorras y actividades","","analisis/catalogos/contact-sheets/bean4__atlas__afireactivity5__90772d5c97.png","atlas/afireactivity5.assetbundle","79","88","True","Google Play LDPlayer","analisis/catalogos/object-search-database.csv"
"1ea554c09a6816dd","search_resource","dungeons","bean5","","","Mazmorras y actividades","","analisis/catalogos/contact-sheets/bean5__atlas__afireactivity5__94935eeb24.png","atlas/afireactivity5.assetbundle","77","88","True","Google Play LDPlayer","analisis/catalogos/object-search-database.csv"
"a749a2c5f98f0f64","search_resource","dungeons","bean6","","","Mazmorras y actividades","","analisis/catalogos/contact-sheets/bean6__atlas__afireactivity5__3568f298bf.png","atlas/afireactivity5.assetbundle","79","88","True","Google Play LDPlayer","analisis/catalogos/object-search-database.csv"
"7b4af09596339160","search_resource","dungeons","bianqiang_haoyoubang_bg3_9S","","","Mazmorras y actividades","","analisis/catalogos/contact-sheets/bianqiang_haoyoubang_bg3_9S__atlas__activitynewrank__63440605e8.png","atlas/activitynewrank.assetbundle","3","3","True","Google Play LDPlayer","analisis/catalogos/object-search-database.csv"
"f0c2a9f444a0b5f3","search_resource","dungeons","boss","","","Mazmorras y actividades","","analisis/catalogos/contact-sheets/boss__atlas__timeborder__b28d9ab37a.png","atlas/timeborder.assetbundle","165","186","True","Google Play LDPlayer","analisis/catalogos/object-search-database.csv"
"551ed449849eb821","search_resource","dungeons","boss_biaoqian_bg","","","Mazmorras y actividades","","analisis/catalogos/contact-sheets/boss_biaoqian_bg__atlas__countrytomb__f2126389da.png","atlas/countrytomb.assetbundle","28","55","True","Google Play LDPlayer","analisis/catalogos/object-search-database.csv"
"b898fbb85ec381c6","search_resource","dungeons","boss_biaoqian_bg","","","Mazmorras y actividades","","analisis/catalogos/contact-sheets/boss_biaoqian_bg__atlas__boss__a007b64c56.png","atlas/boss.assetbundle","28","55","True","Google Play LDPlayer","analisis/catalogos/object-search-database.csv"
"ca873bf00153d6ba","search_resource","dungeons","boss_biaoqian2_bg","","","Mazmorras y actividades","","analisis/catalogos/contact-sheets/boss_biaoqian2_bg__atlas__country__d949b94e04.png","atlas/country.assetbundle","28","55","True","Google Play LDPlayer","analisis/catalogos/object-search-database.csv"
"a8cfcf75808d1e65","search_resource","dungeons","boss_biaoqian2_bg","","","Mazmorras y actividades","","analisis/catalogos/contact-sheets/boss_biaoqian2_bg__atlas__mainuileft__6329765409.png","atlas/mainuileft.assetbundle","28","55","True","Google Play LDPlayer","analisis/catalogos/object-search-database.csv"
"2429da9b0f51360d","search_resource","dungeons","boss_chendi_bg_9S","","","Mazmorras y actividades","","analisis/catalogos/contact-sheets/boss_chendi_bg_9S__atlas__vipdiamond__c2912034e9.png","atlas/vipdiamond.assetbundle","682","24","True","Google Play LDPlayer","analisis/catalogos/object-search-database.csv"
"dead9b329a7f1a5a","search_resource","dungeons","boss_chendi_bg_9S","","","Mazmorras y actividades","","analisis/catalogos/contact-sheets/boss_chendi_bg_9S__atlas__activitywelfare__53caae2bfe.png","atlas/activitywelfare.assetbundle","682","24","True","Google Play LDPlayer","analisis/catalogos/object-search-database.csv"
"076da26ce6bad6d3","search_resource","dungeons","boss_chendi_bg_9S","","","Mazmorras y actividades","","analisis/catalogos/contact-sheets/boss_chendi_bg_9S__atlas__boss__6755e009e5.png","atlas/boss.assetbundle","682","24","True","Google Play LDPlayer","analisis/catalogos/object-search-database.csv"
"1d644dd65e30006b","search_resource","dungeons","boss_gerendi_9s","","","Mazmorras y actividades","","analisis/catalogos/contact-sheets/boss_gerendi_9s__atlas__mainuileft__91c8de6a2a.png","atlas/mainuileft.assetbundle","240","2","True","Google Play LDPlayer","analisis/catalogos/object-search-database.csv"
"ef0c50900b7775e1","search_resource","dungeons","boss_gongxiang_bg_9s","","","Mazmorras y actividades","","analisis/catalogos/contact-sheets/boss_gongxiang_bg_9s__atlas__mainuileft__43259f3c74.png","atlas/mainuileft.assetbundle","8","8","True","Google Play LDPlayer","analisis/catalogos/object-search-database.csv"
"1159abf08fa6c4c4","search_resource","dungeons","boss_gongxiang_bg_9s","","","Mazmorras y actividades","","analisis/catalogos/contact-sheets/boss_gongxiang_bg_9s__atlas__boss__fcb6e7081c.png","atlas/boss.assetbundle","8","8","True","Google Play LDPlayer","analisis/catalogos/object-search-database.csv"
"379e9825487f2b58","search_resource","dungeons","boss_mingzidi_bg","","","Mazmorras y actividades","","analisis/catalogos/contact-sheets/boss_mingzidi_bg__atlas__boss__3ac78e5f97.png","atlas/boss.assetbundle","102","26","True","Google Play LDPlayer","analisis/catalogos/object-search-database.csv"
"a62f674252c056c3","search_resource","dungeons","boss_tuichu_icon","","","Mazmorras y actividades","","analisis/catalogos/contact-sheets/boss_tuichu_icon__atlas__mainuileft__c40bcccafe.png","atlas/mainuileft.assetbundle","33","31","True","Google Play LDPlayer","analisis/catalogos/object-search-database.csv"
"6493c60f0429b08a","search_resource","dungeons","boss_tuoguantequan_icon","","","Mazmorras y actividades","","analisis/catalogos/contact-sheets/boss_tuoguantequan_icon__atlas__boss__c4a5869830.png","atlas/boss.assetbundle","108","108","True","Google Play LDPlayer","analisis/catalogos/object-search-database.csv"
"4620fccbdb3f1066","search_resource","dungeons","boss_tuoguantequan2_icon","","","Mazmorras y actividades","","analisis/catalogos/contact-sheets/boss_tuoguantequan2_icon__atlas__boss__014e7a0f2b.png","atlas/boss.assetbundle","108","108","True","Google Play LDPlayer","analisis/catalogos/object-search-database.csv"
"a784f62f1134899a","search_resource","dungeons","boss_type1","","","Mazmorras y actividades","","analisis/catalogos/contact-sheets/boss_type1__atlas__nationwar__52961b590b.png","atlas/nationwar.assetbundle","28","55","True","Google Play LDPlayer","analisis/catalogos/object-search-database.csv"
"d7235097a6f713f8","search_resource","dungeons","boss_type2","","","Mazmorras y actividades","","analisis/catalogos/contact-sheets/boss_type2__atlas__nationwar__c771577142.png","atlas/nationwar.assetbundle","28","56","True","Google Play LDPlayer","analisis/catalogos/object-search-database.csv"
"1b203e011b9864bc","search_resource","dungeons","boss_type3","","","Mazmorras y actividades","","analisis/catalogos/contact-sheets/boss_type3__atlas__nationwar__f870aa7ce5.png","atlas/nationwar.assetbundle","28","56","True","Google Play LDPlayer","analisis/catalogos/object-search-database.csv"
"5b4500188e56bca9","search_resource","dungeons","boss_xian_icon_9S","","","Mazmorras y actividades","","analisis/catalogos/contact-sheets/boss_xian_icon_9S__atlas__relic__f2d47d94ec.png","atlas/relic.assetbundle","132","8","True","Google Play LDPlayer","analisis/catalogos/object-search-database.csv"
"b9246f82266d9c1d","search_resource","dungeons","boss_xian_icon_9S","","","Mazmorras y actividades","","analisis/catalogos/contact-sheets/boss_xian_icon_9S__atlas__vip__ee47159bfe.png","atlas/vip.assetbundle","132","8","True","Google Play LDPlayer","analisis/catalogos/object-search-database.csv"
"37035ddf37b9164f","search_resource","dungeons","boss_xian_icon_9S","","","Mazmorras y actividades","","analisis/catalogos/contact-sheets/boss_xian_icon_9S__atlas__boss__5eddcc4478.png","atlas/boss.assetbundle","132","8","True","Google Play LDPlayer","analisis/catalogos/object-search-database.csv"
"65cb755e2ace92dc","search_resource","dungeons","boss_xian_icon_9S","","","Mazmorras y actividades","","analisis/catalogos/contact-sheets/boss_xian_icon_9S__atlas__country__34271823d1.png","atlas/country.assetbundle","132","8","True","Google Play LDPlayer","analisis/catalogos/object-search-database.csv"
"5cc0e253cb616325","search_resource","dungeons","boss_xian_icon_9S","","","Mazmorras y actividades","","analisis/catalogos/contact-sheets/boss_xian_icon_9S__atlas__common__7cc638b04b.png","atlas/common.assetbundle","132","8","True","Google Play LDPlayer","analisis/catalogos/object-search-database.csv"
"a04b51a73a71dc45","search_resource","dungeons","boss_xian_icon_9S","","","Mazmorras y actividades","","analisis/catalogos/contact-sheets/boss_xian_icon_9S__atlas__swap__24b2ab4aba.png","atlas/swap.assetbundle","132","8","True","Google Play LDPlayer","analisis/catalogos/object-search-database.csv"
"64b16cdbbddf2956","search_resource","dungeons","boss_xian_icon_9S","","","Mazmorras y actividades","","analisis/catalogos/contact-sheets/boss_xian_icon_9S__atlas__holytree__e856c9eac0.png","atlas/holytree.assetbundle","132","8","True","Google Play LDPlayer","analisis/catalogos/object-search-database.csv"
"31f12666e9445f06","search_resource","dungeons","boss_xian2_icon_9S","","","Mazmorras y actividades","","analisis/catalogos/contact-sheets/boss_xian2_icon_9S__atlas__activitywelfare__83846a3f46.png","atlas/activitywelfare.assetbundle","142","8","True","Google Play LDPlayer","analisis/catalogos/object-search-database.csv"
"0770266586ca49a1","search_resource","dungeons","boss_yaoli_icon","","","Mazmorras y actividades","","analisis/catalogos/contact-sheets/boss_yaoli_icon__atlas__mainuileft__401b730df8.png","atlas/mainuileft.assetbundle","45","47","True","Google Play LDPlayer","analisis/catalogos/object-search-database.csv"
"f41d38413d4c80a8","search_resource","dungeons","boss_yaoli_icon","","","Mazmorras y actividades","","analisis/catalogos/contact-sheets/boss_yaoli_icon__atlas__vip__2f08f10704.png","atlas/vip.assetbundle","45","47","True","Google Play LDPlayer","analisis/catalogos/object-search-database.csv"
"282d02874e25f2ee","search_resource","dungeons","boss_yaoli_icon","","","Mazmorras y actividades","","analisis/catalogos/contact-sheets/boss_yaoli_icon__atlas__countrytomb__b8886236b9.png","atlas/countrytomb.assetbundle","45","47","True","Google Play LDPlayer","analisis/catalogos/object-search-database.csv"
"0982668f77ecf780","search_resource","dungeons","boss_yaoli_icon","","","Mazmorras y actividades","","analisis/catalogos/contact-sheets/boss_yaoli_icon__atlas__boss__d4c9ce6ec0.png","atlas/boss.assetbundle","45","47","True","Google Play LDPlayer","analisis/catalogos/object-search-database.csv"
"bc7aa3007d18fd5c","search_resource","dungeons","boss_youce_heidi_9s","","","Mazmorras y actividades","","analisis/catalogos/contact-sheets/boss_youce_heidi_9s__atlas__mainuileft__d021b6931a.png","atlas/mainuileft.assetbundle","126","57","True","Google Play LDPlayer","analisis/catalogos/object-search-database.csv"
"5d8ab8d2bc7884ad","search_resource","dungeons","boss_yuanhuo_bg","","","Mazmorras y actividades","","analisis/catalogos/contact-sheets/boss_yuanhuo_bg__atlas__mainuileft__6e6fe647ed.png","atlas/mainuileft.assetbundle","58","58","True","Google Play LDPlayer","analisis/catalogos/object-search-database.csv"
"14190fe1b0662f0e","search_resource","dungeons","boss1","","","Mazmorras y actividades","","analisis/catalogos/contact-sheets/boss1__atlas__country__2d3c91481e.png","atlas/country.assetbundle","134","91","True","Google Play LDPlayer","analisis/catalogos/object-search-database.csv"
"9944ff3bc62b36d9","search_resource","dungeons","BOSSHead","","","Mazmorras y actividades","","analisis/catalogos/contact-sheets/BOSSHead__atlas__advancedungeon__673ed3c136.png","atlas/advancedungeon.assetbundle","56","55","True","Google Play LDPlayer","analisis/catalogos/object-search-database.csv"
"956ddc813743dc2b","search_resource","dungeons","bosstuoguantanchuang_zidong_bg","","","Mazmorras y actividades","","analisis/catalogos/contact-sheets/bosstuoguantanchuang_zidong_bg__atlas__boss__6785ef66d9.png","atlas/boss.assetbundle","32","27","True","Google Play LDPlayer","analisis/catalogos/object-search-database.csv"
"4b4a06d857e37f1c","search_resource","dungeons","bosstuoguantanchuang_zidong_bg","","","Mazmorras y actividades","","analisis/catalogos/contact-sheets/bosstuoguantanchuang_zidong_bg__atlas__mainuileft__8ba0a2a456.png","atlas/mainuileft.assetbundle","32","27","True","Google Play LDPlayer","analisis/catalogos/object-search-database.csv"
"392382ec34b34ae2","search_resource","dungeons","bosszhuanpan_jindu_bar","","","Mazmorras y actividades","","analisis/catalogos/contact-sheets/bosszhuanpan_jindu_bar__atlas__mainuileft__e708e112b2.png","atlas/mainuileft.assetbundle","71","71","True","Google Play LDPlayer","analisis/catalogos/object-search-database.csv"
"29a9ff173c334d03","search_resource","dungeons","bosszhuanpan_jindu_bar","","","Mazmorras y actividades","","analisis/catalogos/contact-sheets/bosszhuanpan_jindu_bar__atlas__gradeboss__f841c63f43.png","atlas/gradeboss.assetbundle","71","71","True","Google Play LDPlayer","analisis/catalogos/object-search-database.csv"
"60063e72577f2dd3","search_resource","dungeons","bosszhuanpan_jindu_bg","","","Mazmorras y actividades","","analisis/catalogos/contact-sheets/bosszhuanpan_jindu_bg__atlas__boss__ea71116a19.png","atlas/boss.assetbundle","73","75","True","Google Play LDPlayer","analisis/catalogos/object-search-database.csv"
"44fb6181e97e8e2c","search_resource","dungeons","bosszhuanpan_jindu02_bg","","","Mazmorras y actividades","","analisis/catalogos/contact-sheets/bosszhuanpan_jindu02_bg__atlas__gradeboss__07b2e9d13e.png","atlas/gradeboss.assetbundle","72","72","True","Google Play LDPlayer","analisis/catalogos/object-search-database.csv"
"9ddbfad4429a462e","search_resource","dungeons","bosszhuanpan_jindu02_bg","","","Mazmorras y actividades","","analisis/catalogos/contact-sheets/bosszhuanpan_jindu02_bg__atlas__boss__84812b28d6.png","atlas/boss.assetbundle","72","72","True","Google Play LDPlayer","analisis/catalogos/object-search-database.csv"
"d315eaa8988d1ff1","search_resource","dungeons","bosszhuanpan_jindu02_bg","","","Mazmorras y actividades","","analisis/catalogos/contact-sheets/bosszhuanpan_jindu02_bg__atlas__mainuileft__386b72f16e.png","atlas/mainuileft.assetbundle","72","72","True","Google Play LDPlayer","analisis/catalogos/object-search-database.csv"
"3518711a6249dfce","search_resource","dungeons","bosszhuanpan_jindu1_bar","","","Mazmorras y actividades","","analisis/catalogos/contact-sheets/bosszhuanpan_jindu1_bar__atlas__mainuileft__02e9834681.png","atlas/mainuileft.assetbundle","27","19","True","Google Play LDPlayer","analisis/catalogos/object-search-database.csv"
"5c0404b8d064a7f1","search_resource","dungeons","bosszhuanpan_jindu1_bar","","","Mazmorras y actividades","","analisis/catalogos/contact-sheets/bosszhuanpan_jindu1_bar__atlas__gradeboss__75a19fe5e2.png","atlas/gradeboss.assetbundle","27","19","True","Google Play LDPlayer","analisis/catalogos/object-search-database.csv"
"6091fc82c452e8c7","search_resource","dungeons","bosszhuanpan_jindu2_bar","","","Mazmorras y actividades","","analisis/catalogos/contact-sheets/bosszhuanpan_jindu2_bar__atlas__mainuileft__f6558d970b.png","atlas/mainuileft.assetbundle","18","26","True","Google Play LDPlayer","analisis/catalogos/object-search-database.csv"
"dee3ecc2731f8128","search_resource","dungeons","bosszhuanpan_jindu2_bar","","","Mazmorras y actividades","","analisis/catalogos/contact-sheets/bosszhuanpan_jindu2_bar__atlas__gradeboss__4428a94644.png","atlas/gradeboss.assetbundle","18","26","True","Google Play LDPlayer","analisis/catalogos/object-search-database.csv"
