"menu_id","entry_type","section","category","subcategory","entry_name","entry_count","source_file","bundle","bytes","version_source","evidence"
"menu-f5ca17a1240e1ce2","logic_entry","Alliance-PvP","Alliance-PvP","","AsyncAreaTargetAward","1","analisis/system-map/system-map.csv","logic/lua_logic_5.assetbundle","3360","Google Play LDPlayer","extraÃ­do del cliente"
"menu-948d9f781c71c874","logic_entry","Alliance-PvP","Alliance-PvP","","AwardBoxTipsView","1","analisis/system-map/system-map.csv","logic/lua_logic_0.assetbundle","2327","Google Play LDPlayer","extraÃ­do del cliente"
"menu-30a4aada90136a2c","logic_entry","Alliance-PvP","Alliance-PvP","","AwardTipsTextView","1","analisis/system-map/system-map.csv","logic/lua_logic_0.assetbundle","3432","Google Play LDPlayer","extraÃ­do del cliente"
"menu-f1d83fece394b592","logic_entry","Alliance-PvP","Alliance-PvP","","AwardTipsTextView_shenhe","1","analisis/system-map/system-map.csv","logic/lua_logic_11.assetbundle","2264","Google Play LDPlayer","extraÃ­do del cliente"
"menu-8bbffdcb3f6a8c5d","logic_entry","Alliance-PvP","Alliance-PvP","","AwardTipsView","1","analisis/system-map/system-map.csv","logic/lua_logic_0.assetbundle","6109","Google Play LDPlayer","extraÃ­do del cliente"
"menu-9eca7952b209d3cf","logic_entry","Alliance-PvP","Alliance-PvP","","AwardTipsView2","1","analisis/system-map/system-map.csv","logic/lua_logic_0.assetbundle","1990","Google Play LDPlayer","extraÃ­do del cliente"
"menu-05b8863f0ec1eabd","logic_entry","Alliance-PvP","Alliance-PvP","","BeastAwardTipsView","1","analisis/system-map/system-map.csv","logic/lua_logic_11.assetbundle","1525","Google Play LDPlayer","extraÃ­do del cliente"
"menu-9a333f9930fd9fa8","logic_entry","Alliance-PvP","Alliance-PvP","","BeastBookAwardView","1","analisis/system-map/system-map.csv","logic/lua_logic_6.assetbundle","1488","Google Play LDPlayer","extraÃ­do del cliente"
"menu-9e5bf9dfd4bdb703","logic_entry","Alliance-PvP","Alliance-PvP","","BlindAwardTipsView","1","analisis/system-map/system-map.csv","logic/lua_logic_0.assetbundle","7576","Google Play LDPlayer","extraÃ­do del cliente"
"menu-bce82e6af5abb920","logic_entry","Alliance-PvP","Alliance-PvP","","CampWarController","1","analisis/system-map/system-map.csv","logic/lua_logic_7.assetbundle","20298","Google Play LDPlayer","extraÃ­do del cliente"
"menu-5f77ae90ff0a3d5c","logic_entry","Alliance-PvP","Alliance-PvP","","CampWarKillView","1","analisis/system-map/system-map.csv","logic/lua_logic_7.assetbundle","6192","Google Play LDPlayer","extraÃ­do del cliente"
"menu-c6e230821f2bf8a0","logic_entry","Alliance-PvP","Alliance-PvP","","CampWarModel","1","analisis/system-map/system-map.csv","logic/lua_logic_7.assetbundle","13637","Google Play LDPlayer","extraÃ­do del cliente"
"menu-f30e01ce0bdbdc74","logic_entry","Alliance-PvP","Alliance-PvP","","CampWarRankView","1","analisis/system-map/system-map.csv","logic/lua_logic_7.assetbundle","1956","Google Play LDPlayer","extraÃ­do del cliente"
"menu-944c8646990e9170","logic_entry","Alliance-PvP","Alliance-PvP","","CampWarSuccessView","1","analisis/system-map/system-map.csv","logic/lua_logic_7.assetbundle","5663","Google Play LDPlayer","extraÃ­do del cliente"
"menu-1e790d8e9ebfbaa4","logic_entry","Alliance-PvP","Alliance-PvP","","CampWarView","1","analisis/system-map/system-map.csv","logic/lua_logic_7.assetbundle","1920","Google Play LDPlayer","extraÃ­do del cliente"
"menu-78fc1b24df16c12d","logic_entry","Alliance-PvP","Alliance-PvP","","CardPlayWarView","1","analisis/system-map/system-map.csv","logic/lua_logic_7.assetbundle","39639","Google Play LDPlayer","extraÃ­do del cliente"
"menu-93618162d6d103dc","logic_entry","Alliance-PvP","Alliance-PvP","","CenturyLoveGetAwardView","1","analisis/system-map/system-map.csv","logic/lua_logic_7.assetbundle","1742","Google Play LDPlayer","extraÃ­do del cliente"
"menu-bb3ee00eb3d97713","logic_entry","Alliance-PvP","Alliance-PvP","","CenturyLoveRewardRankView","1","analisis/system-map/system-map.csv","logic/lua_logic_5.assetbundle","1648","Google Play LDPlayer","extraÃ­do del cliente"
"menu-0816414f6ba22235","logic_entry","Alliance-PvP","Alliance-PvP","","ChaseOperateEscortAwardPanel","1","analisis/system-map/system-map.csv","logic/lua_logic_7.assetbundle","13229","Google Play LDPlayer","extraÃ­do del cliente"
"menu-4c78f8705e38f928","logic_entry","Alliance-PvP","Alliance-PvP","","CommonPassAwardView","1","analisis/system-map/system-map.csv","logic/lua_logic_all.assetbundle","4262","Google Play LDPlayer","extraÃ­do del cliente"
"menu-a4937b23db63a6b9","logic_entry","Alliance-PvP","Alliance-PvP","","CountryAwardsShowTips","1","analisis/system-map/system-map.csv","logic/lua_logic_7.assetbundle","1705","Google Play LDPlayer","extraÃ­do del cliente"
"menu-b574d11f30148940","logic_entry","Alliance-PvP","Alliance-PvP","","CountryHuntAwardView","1","analisis/system-map/system-map.csv","logic/lua_logic_7.assetbundle","5837","Google Play LDPlayer","extraÃ­do del cliente"
"menu-d301d17e7291a81e","logic_entry","Alliance-PvP","Alliance-PvP","","CountryHuntingBoxAwardTipsView","1","analisis/system-map/system-map.csv","logic/lua_logic_7.assetbundle","1475","Google Play LDPlayer","extraÃ­do del cliente"
"menu-5d4cabe2f83f1cd2","logic_entry","Alliance-PvP","Alliance-PvP","","CountryHuntingPvpView","1","analisis/system-map/system-map.csv","logic/lua_logic_7.assetbundle","2410","Google Play LDPlayer","extraÃ­do del cliente"
"menu-b481d33516b2c900","logic_entry","Alliance-PvP","Alliance-PvP","","CountryHuntingScroeAwardView","1","analisis/system-map/system-map.csv","logic/lua_logic_7.assetbundle","1650","Google Play LDPlayer","extraÃ­do del cliente"
"menu-ca3c7cb72ad13edf","logic_entry","Alliance-PvP","Alliance-PvP","","CountryLandAwardBox","1","analisis/system-map/system-map.csv","logic/lua_logic_7.assetbundle","5924","Google Play LDPlayer","extraÃ­do del cliente"
"menu-7108f2a235457630","logic_entry","Alliance-PvP","Alliance-PvP","","CountryTempleAwardTips","1","analisis/system-map/system-map.csv","logic/lua_logic_7.assetbundle","1332","Google Play LDPlayer","extraÃ­do del cliente"
"menu-c5a474c3889b6cf4","logic_entry","Alliance-PvP","Alliance-PvP","","CountryWarActiveView","1","analisis/system-map/system-map.csv","logic/lua_logic_7.assetbundle","4785","Google Play LDPlayer","extraÃ­do del cliente"
"menu-793ffeb1e6f20f82","logic_entry","Alliance-PvP","Alliance-PvP","","CountryWarController","1","analisis/system-map/system-map.csv","logic/lua_logic_7.assetbundle","16925","Google Play LDPlayer","extraÃ­do del cliente"
"menu-f00180248495ca22","logic_entry","Alliance-PvP","Alliance-PvP","","CountryWarLandTips","1","analisis/system-map/system-map.csv","logic/lua_logic_7.assetbundle","7859","Google Play LDPlayer","extraÃ­do del cliente"
"menu-f79fa54ce9ee8ecc","logic_entry","Alliance-PvP","Alliance-PvP","","CountryWarModel","1","analisis/system-map/system-map.csv","logic/lua_logic_7.assetbundle","12530","Google Play LDPlayer","extraÃ­do del cliente"
"menu-4c485188f8d03dec","logic_entry","Alliance-PvP","Alliance-PvP","","CountryWarRecordView","1","analisis/system-map/system-map.csv","logic/lua_logic_7.assetbundle","2591","Google Play LDPlayer","extraÃ­do del cliente"
"menu-e789a973f811ceda","logic_entry","Alliance-PvP","Alliance-PvP","","CountryWarStrongHode","1","analisis/system-map/system-map.csv","logic/lua_logic_7.assetbundle","6023","Google Play LDPlayer","extraÃ­do del cliente"
"menu-11e31723dac0cb4a","logic_entry","Alliance-PvP","Alliance-PvP","","CrossConsumeRankRewardView","1","analisis/system-map/system-map.csv","logic/lua_logic_7.assetbundle","2004","Google Play LDPlayer","extraÃ­do del cliente"
"menu-edd38cdd4ef3e0a4","logic_entry","Alliance-PvP","Alliance-PvP","","CrossVoiceAwardPanel","1","analisis/system-map/system-map.csv","logic/lua_logic_7.assetbundle","6175","Google Play LDPlayer","extraÃ­do del cliente"
"menu-0375daeb72d27a5e","logic_entry","Alliance-PvP","Alliance-PvP","","CustomAwardProgress","1","analisis/system-map/system-map.csv","logic/lua_logic_all.assetbundle","4579","Google Play LDPlayer","extraÃ­do del cliente"
"menu-b4382692dfa3198a","logic_entry","Alliance-PvP","Alliance-PvP","","DanceDropAwardPanel","1","analisis/system-map/system-map.csv","logic/lua_logic_5.assetbundle","1820","Google Play LDPlayer","extraÃ­do del cliente"
"menu-e611b56f3ce4e02f","logic_entry","Alliance-PvP","Alliance-PvP","","DanceGameScoreAwardView","1","analisis/system-map/system-map.csv","logic/lua_logic_8.assetbundle","1626","Google Play LDPlayer","extraÃ­do del cliente"
"menu-75f4c3bdf6d545ee","logic_entry","Alliance-PvP","Alliance-PvP","","data_abroadReward","1","analisis/system-map/system-map.csv","logic/lua_config_module_1.assetbundle","1769","Google Play LDPlayer","extraÃ­do del cliente"
"menu-5b16e6f1aa779d0c","logic_entry","Alliance-PvP","Alliance-PvP","","data_abroadReward","1","analisis/system-map/system-map.csv","logic/lua_config_module_en_1.assetbundle","1772","Google Play LDPlayer","extraÃ­do del cliente"
"menu-10d0a693d26e183f","logic_entry","Alliance-PvP","Alliance-PvP","","data_abroadReward","1","analisis/system-map/system-map.csv","logic/lua_config_module_id_1.assetbundle","1772","Google Play LDPlayer","extraÃ­do del cliente"
"menu-34d62c2e461347f8","logic_entry","Alliance-PvP","Alliance-PvP","","data_abroadReward","1","analisis/system-map/system-map.csv","logic/lua_config_module_ru_1.assetbundle","1885","Google Play LDPlayer","extraÃ­do del cliente"
"menu-21ef9c7b33825b21","logic_entry","Alliance-PvP","Alliance-PvP","","data_asyncArea__result_award","1","analisis/system-map/system-map.csv","logic/lua_config_module_1.assetbundle","4027","Google Play LDPlayer","extraÃ­do del cliente"
"menu-20e8753abf79334a","logic_entry","Alliance-PvP","Alliance-PvP","","data_asyncArea__result_award","1","analisis/system-map/system-map.csv","logic/lua_config_module_en_1.assetbundle","4030","Google Play LDPlayer","extraÃ­do del cliente"
"menu-14fb4a09ea804a66","logic_entry","Alliance-PvP","Alliance-PvP","","data_asyncArea__result_award","1","analisis/system-map/system-map.csv","logic/lua_config_module_id_1.assetbundle","4030","Google Play LDPlayer","extraÃ­do del cliente"
"menu-51540dc965203ac8","logic_entry","Alliance-PvP","Alliance-PvP","","data_asyncArea__result_award","1","analisis/system-map/system-map.csv","logic/lua_config_module_ru_1.assetbundle","4030","Google Play LDPlayer","extraÃ­do del cliente"
"menu-1d9bea6149b1909d","logic_entry","Alliance-PvP","Alliance-PvP","","data_asyncArea__special_award","1","analisis/system-map/system-map.csv","logic/lua_config_module_1.assetbundle","576","Google Play LDPlayer","extraÃ­do del cliente"
"menu-08a25c243584dfd5","logic_entry","Alliance-PvP","Alliance-PvP","","data_asyncArea__special_award","1","analisis/system-map/system-map.csv","logic/lua_config_module_en_1.assetbundle","579","Google Play LDPlayer","extraÃ­do del cliente"
"menu-e3d357f61b32acb8","logic_entry","Alliance-PvP","Alliance-PvP","","data_asyncArea__special_award","1","analisis/system-map/system-map.csv","logic/lua_config_module_id_1.assetbundle","579","Google Play LDPlayer","extraÃ­do del cliente"
"menu-b3f214987cee5142","logic_entry","Alliance-PvP","Alliance-PvP","","data_asyncArea__special_award","1","analisis/system-map/system-map.csv","logic/lua_config_module_ru_1.assetbundle","579","Google Play LDPlayer","extraÃ­do del cliente"
"menu-1a85db08155e18a2","logic_entry","Alliance-PvP","Alliance-PvP","","data_award_recharge","1","analisis/system-map/system-map.csv","logic/lua_config_module_1.assetbundle","2756","Google Play LDPlayer","extraÃ­do del cliente"
"menu-145ef4ca1dfeeeed","logic_entry","Alliance-PvP","Alliance-PvP","","data_award_recharge","1","analisis/system-map/system-map.csv","logic/lua_config_module_en_1.assetbundle","2759","Google Play LDPlayer","extraÃ­do del cliente"
"menu-bf217f90f1870486","logic_entry","Alliance-PvP","Alliance-PvP","","data_award_recharge","1","analisis/system-map/system-map.csv","logic/lua_config_module_id_1.assetbundle","2759","Google Play LDPlayer","extraÃ­do del cliente"
"menu-e9675b81ad7f006f","logic_entry","Alliance-PvP","Alliance-PvP","","data_award_recharge","1","analisis/system-map/system-map.csv","logic/lua_config_module_ru_1.assetbundle","2759","Google Play LDPlayer","extraÃ­do del cliente"
"menu-f610063d588095c1","logic_entry","Alliance-PvP","Alliance-PvP","","data_camp_war","1","analisis/system-map/system-map.csv","logic/lua_config_module_3.assetbundle","5039","Google Play LDPlayer","extraÃ­do del cliente"
"menu-a01656dd485aa347","logic_entry","Alliance-PvP","Alliance-PvP","","data_camp_war","1","analisis/system-map/system-map.csv","logic/lua_config_module_en_3.assetbundle","5045","Google Play LDPlayer","extraÃ­do del cliente"
"menu-5a84c11264c0015a","logic_entry","Alliance-PvP","Alliance-PvP","","data_camp_war","1","analisis/system-map/system-map.csv","logic/lua_config_module_id_3.assetbundle","5042","Google Play LDPlayer","extraÃ­do del cliente"
"menu-679da55bdfd9b38b","logic_entry","Alliance-PvP","Alliance-PvP","","data_camp_war","1","analisis/system-map/system-map.csv","logic/lua_config_module_ru_3.assetbundle","5054","Google Play LDPlayer","extraÃ­do del cliente"
"menu-a7bf33656b713e27","logic_entry","Alliance-PvP","Alliance-PvP","","data_collectCard__get_award","1","analisis/system-map/system-map.csv","logic/lua_config_module_3.assetbundle","1013","Google Play LDPlayer","extraÃ­do del cliente"
"menu-b5c3e69737106103","logic_entry","Alliance-PvP","Alliance-PvP","","data_collectCard__get_award","1","analisis/system-map/system-map.csv","logic/lua_config_module_en_3.assetbundle","1016","Google Play LDPlayer","extraÃ­do del cliente"
"menu-c346ed9b554ba511","logic_entry","Alliance-PvP","Alliance-PvP","","data_collectCard__get_award","1","analisis/system-map/system-map.csv","logic/lua_config_module_id_3.assetbundle","1016","Google Play LDPlayer","extraÃ­do del cliente"
"menu-e3a8241f072b8ec5","logic_entry","Alliance-PvP","Alliance-PvP","","data_collectCard__get_award","1","analisis/system-map/system-map.csv","logic/lua_config_module_ru_3.assetbundle","1016","Google Play LDPlayer","extraÃ­do del cliente"
"menu-135b0a6985b5f520","logic_entry","Alliance-PvP","Alliance-PvP","","data_country__award_no","1","analisis/system-map/system-map.csv","logic/lua_config_module_3.assetbundle","24529","Google Play LDPlayer","extraÃ­do del cliente"
"menu-d98a522a56f912c4","logic_entry","Alliance-PvP","Alliance-PvP","","data_country__award_no","1","analisis/system-map/system-map.csv","logic/lua_config_module_en_3.assetbundle","24532","Google Play LDPlayer","extraÃ­do del cliente"
"menu-50a25fddaf0a6be7","logic_entry","Alliance-PvP","Alliance-PvP","","data_country__award_no","1","analisis/system-map/system-map.csv","logic/lua_config_module_id_3.assetbundle","24532","Google Play LDPlayer","extraÃ­do del cliente"
"menu-7b2a5f05e67c7331","logic_entry","Alliance-PvP","Alliance-PvP","","data_country__award_no","1","analisis/system-map/system-map.csv","logic/lua_config_module_ru_3.assetbundle","24532","Google Play LDPlayer","extraÃ­do del cliente"
"menu-040acdcd59de078b","logic_entry","Alliance-PvP","Alliance-PvP","","data_country_hunting__awards","1","analisis/system-map/system-map.csv","logic/lua_config_module_3.assetbundle","6962","Google Play LDPlayer","extraÃ­do del cliente"
"menu-b6e8443ce718af43","logic_entry","Alliance-PvP","Alliance-PvP","","data_country_hunting__awards","1","analisis/system-map/system-map.csv","logic/lua_config_module_en_3.assetbundle","6965","Google Play LDPlayer","extraÃ­do del cliente"
"menu-2e2291f6b7cb092f","logic_entry","Alliance-PvP","Alliance-PvP","","data_country_hunting__awards","1","analisis/system-map/system-map.csv","logic/lua_config_module_id_3.assetbundle","6965","Google Play LDPlayer","extraÃ­do del cliente"
"menu-2622ffa0df97a3fd","logic_entry","Alliance-PvP","Alliance-PvP","","data_country_hunting__awards","1","analisis/system-map/system-map.csv","logic/lua_config_module_ru_3.assetbundle","6965","Google Play LDPlayer","extraÃ­do del cliente"
"menu-073856ffa0d76aa4","logic_entry","Alliance-PvP","Alliance-PvP","","data_country_war","1","analisis/system-map/system-map.csv","logic/lua_config_module_3.assetbundle","4288","Google Play LDPlayer","extraÃ­do del cliente"
"menu-a059421e9cb01d8e","logic_entry","Alliance-PvP","Alliance-PvP","","data_country_war","1","analisis/system-map/system-map.csv","logic/lua_config_module_en_3.assetbundle","4293","Google Play LDPlayer","extraÃ­do del cliente"
"menu-6267a0464c742107","logic_entry","Alliance-PvP","Alliance-PvP","","data_country_war","1","analisis/system-map/system-map.csv","logic/lua_config_module_id_3.assetbundle","4298","Google Play LDPlayer","extraÃ­do del cliente"
"menu-1df32ef60a22fa03","logic_entry","Alliance-PvP","Alliance-PvP","","data_country_war","1","analisis/system-map/system-map.csv","logic/lua_config_module_ru_3.assetbundle","4319","Google Play LDPlayer","extraÃ­do del cliente"
"menu-a2a1ae681e2cb9ec","logic_entry","Alliance-PvP","Alliance-PvP","","data_deepTower__bigAward","1","analisis/system-map/system-map.csv","logic/lua_config_module_4.assetbundle","10235","Google Play LDPlayer","extraÃ­do del cliente"
"menu-5cb0eaf8667c2eb6","logic_entry","Alliance-PvP","Alliance-PvP","","data_deepTower__bigAward","1","analisis/system-map/system-map.csv","logic/lua_config_module_en_4.assetbundle","10238","Google Play LDPlayer","extraÃ­do del cliente"
"menu-7a0cec4e5140ed7d","logic_entry","Alliance-PvP","Alliance-PvP","","data_deepTower__bigAward","1","analisis/system-map/system-map.csv","logic/lua_config_module_id_4.assetbundle","10238","Google Play LDPlayer","extraÃ­do del cliente"
"menu-0e4828022e6c8afe","logic_entry","Alliance-PvP","Alliance-PvP","","data_deepTower__bigAward","1","analisis/system-map/system-map.csv","logic/lua_config_module_ru_4.assetbundle","10238","Google Play LDPlayer","extraÃ­do del cliente"
"menu-0e0e94267ab41135","logic_entry","Alliance-PvP","Alliance-PvP","","data_deepTower__bigAwardList","1","analisis/system-map/system-map.csv","logic/lua_config_module_4.assetbundle","9439","Google Play LDPlayer","extraÃ­do del cliente"
"menu-022c0e3e799a0da9","logic_entry","Alliance-PvP","Alliance-PvP","","data_deepTower__bigAwardList","1","analisis/system-map/system-map.csv","logic/lua_config_module_en_4.assetbundle","9442","Google Play LDPlayer","extraÃ­do del cliente"
"menu-796320c8a8e5c239","logic_entry","Alliance-PvP","Alliance-PvP","","data_deepTower__bigAwardList","1","analisis/system-map/system-map.csv","logic/lua_config_module_id_4.assetbundle","9442","Google Play LDPlayer","extraÃ­do del cliente"
"menu-4871c24ab5df94d1","logic_entry","Alliance-PvP","Alliance-PvP","","data_deepTower__bigAwardList","1","analisis/system-map/system-map.csv","logic/lua_config_module_ru_4.assetbundle","9442","Google Play LDPlayer","extraÃ­do del cliente"
"menu-d855b01824183fad","logic_entry","Alliance-PvP","Alliance-PvP","","data_deepTower__rankAward","1","analisis/system-map/system-map.csv","logic/lua_config_module_4.assetbundle","2172","Google Play LDPlayer","extraÃ­do del cliente"
"menu-9ad8ce40db696d4f","logic_entry","Alliance-PvP","Alliance-PvP","","data_deepTower__rankAward","1","analisis/system-map/system-map.csv","logic/lua_config_module_en_4.assetbundle","2175","Google Play LDPlayer","extraÃ­do del cliente"
"menu-219d1d59e0e21deb","logic_entry","Alliance-PvP","Alliance-PvP","","data_deepTower__rankAward","1","analisis/system-map/system-map.csv","logic/lua_config_module_id_4.assetbundle","2175","Google Play LDPlayer","extraÃ­do del cliente"
"menu-6c3d6c8506fe15fc","logic_entry","Alliance-PvP","Alliance-PvP","","data_deepTower__rankAward","1","analisis/system-map/system-map.csv","logic/lua_config_module_ru_4.assetbundle","2175","Google Play LDPlayer","extraÃ­do del cliente"
"menu-02518e6524d099e5","logic_entry","Alliance-PvP","Alliance-PvP","","data_dun_pirate__pirateAward","1","analisis/system-map/system-map.csv","logic/lua_config_module_4.assetbundle","10525","Google Play LDPlayer","extraÃ­do del cliente"
"menu-7e0ea83525c6deb0","logic_entry","Alliance-PvP","Alliance-PvP","","data_dun_pirate__pirateAward","1","analisis/system-map/system-map.csv","logic/lua_config_module_en_4.assetbundle","10528","Google Play LDPlayer","extraÃ­do del cliente"
"menu-f42f8aca4ad83486","logic_entry","Alliance-PvP","Alliance-PvP","","data_dun_pirate__pirateAward","1","analisis/system-map/system-map.csv","logic/lua_config_module_id_4.assetbundle","10528","Google Play LDPlayer","extraÃ­do del cliente"
"menu-d9c85c9e55059c12","logic_entry","Alliance-PvP","Alliance-PvP","","data_dun_pirate__pirateAward","1","analisis/system-map/system-map.csv","logic/lua_config_module_ru_4.assetbundle","10528","Google Play LDPlayer","extraÃ­do del cliente"
"menu-08cdec070902f001","logic_entry","Alliance-PvP","Alliance-PvP","","data_guild_war","1","analisis/system-map/system-map.csv","logic/lua_config_module_7.assetbundle","2939","Google Play LDPlayer","extraÃ­do del cliente"
"menu-2adedcdaca473627","logic_entry","Alliance-PvP","Alliance-PvP","","data_guild_war","1","analisis/system-map/system-map.csv","logic/lua_config_module_en_7.assetbundle","2942","Google Play LDPlayer","extraÃ­do del cliente"
"menu-3eeda7fe3d6f73c4","logic_entry","Alliance-PvP","Alliance-PvP","","data_guild_war","1","analisis/system-map/system-map.csv","logic/lua_config_module_id_7.assetbundle","2942","Google Play LDPlayer","extraÃ­do del cliente"
"menu-72bbc51957548d2b","logic_entry","Alliance-PvP","Alliance-PvP","","data_guild_war","1","analisis/system-map/system-map.csv","logic/lua_config_module_ru_7.assetbundle","2942","Google Play LDPlayer","extraÃ­do del cliente"
"menu-c182ceec6f725cac","logic_entry","Alliance-PvP","Alliance-PvP","","data_hang_up__awards","1","analisis/system-map/system-map.csv","logic/lua_config_module_8.assetbundle","2425","Google Play LDPlayer","extraÃ­do del cliente"
"menu-bf0a091d37310ecb","logic_entry","Alliance-PvP","Alliance-PvP","","data_hang_up__awards","1","analisis/system-map/system-map.csv","logic/lua_config_module_en_8.assetbundle","2428","Google Play LDPlayer","extraÃ­do del cliente"
"menu-480095b57559792c","logic_entry","Alliance-PvP","Alliance-PvP","","data_hang_up__awards","1","analisis/system-map/system-map.csv","logic/lua_config_module_id_8.assetbundle","2428","Google Play LDPlayer","extraÃ­do del cliente"
"menu-4e23d6f5f507a798","logic_entry","Alliance-PvP","Alliance-PvP","","data_hang_up__awards","1","analisis/system-map/system-map.csv","logic/lua_config_module_ru_8.assetbundle","2428","Google Play LDPlayer","extraÃ­do del cliente"
"menu-8558fb3db78e95b0","logic_entry","Alliance-PvP","Alliance-PvP","","data_hang_up__awardtext","1","analisis/system-map/system-map.csv","logic/lua_config_module_8.assetbundle","5603","Google Play LDPlayer","extraÃ­do del cliente"
"menu-e7577012107e0d54","logic_entry","Alliance-PvP","Alliance-PvP","","data_hang_up__awardtext","1","analisis/system-map/system-map.csv","logic/lua_config_module_en_8.assetbundle","6651","Google Play LDPlayer","extraÃ­do del cliente"
"menu-35da3290331822c0","logic_entry","Alliance-PvP","Alliance-PvP","","data_hang_up__awardtext","1","analisis/system-map/system-map.csv","logic/lua_config_module_id_8.assetbundle","8045","Google Play LDPlayer","extraÃ­do del cliente"
"menu-971e11e4eecc79e2","logic_entry","Alliance-PvP","Alliance-PvP","","data_hang_up__awardtext","1","analisis/system-map/system-map.csv","logic/lua_config_module_ru_8.assetbundle","12102","Google Play LDPlayer","extraÃ­do del cliente"
"menu-97b2f0a3fa05c9be","logic_entry","Alliance-PvP","Alliance-PvP","","data_lev_awards","1","analisis/system-map/system-map.csv","logic/lua_config_module_0.assetbundle","7867","Google Play LDPlayer","extraÃ­do del cliente"
"menu-dfb5bef0d83ebb56","logic_entry","Alliance-PvP","Alliance-PvP","","data_lev_awards","1","analisis/system-map/system-map.csv","logic/lua_config_module_en_0.assetbundle","7870","Google Play LDPlayer","extraÃ­do del cliente"
"menu-00ceba4837d9189a","logic_entry","Alliance-PvP","Alliance-PvP","","data_lev_awards","1","analisis/system-map/system-map.csv","logic/lua_config_module_id_0.assetbundle","7870","Google Play LDPlayer","extraÃ­do del cliente"
"menu-e85cedc524f660b6","logic_entry","Alliance-PvP","Alliance-PvP","","data_lev_awards","1","analisis/system-map/system-map.csv","logic/lua_config_module_ru_0.assetbundle","7870","Google Play LDPlayer","extraÃ­do del cliente"
"menu-fc2b34491f4a75c6","logic_entry","Alliance-PvP","Alliance-PvP","","data_loginAward","1","analisis/system-map/system-map.csv","logic/lua_config_module_0.assetbundle","1296","Google Play LDPlayer","extraÃ­do del cliente"
"menu-da1623ea2cd57236","logic_entry","Alliance-PvP","Alliance-PvP","","data_loginAward","1","analisis/system-map/system-map.csv","logic/lua_config_module_en_0.assetbundle","1299","Google Play LDPlayer","extraÃ­do del cliente"
"menu-af53460dd303d26a","logic_entry","Alliance-PvP","Alliance-PvP","","data_loginAward","1","analisis/system-map/system-map.csv","logic/lua_config_module_id_0.assetbundle","1299","Google Play LDPlayer","extraÃ­do del cliente"
"menu-7e2b560ec8442c5e","logic_entry","Alliance-PvP","Alliance-PvP","","data_loginAward","1","analisis/system-map/system-map.csv","logic/lua_config_module_ru_0.assetbundle","1299","Google Play LDPlayer","extraÃ­do del cliente"
"menu-cd5118d1a77a7952","logic_entry","Alliance-PvP","Alliance-PvP","","data_lotto__get_award","1","analisis/system-map/system-map.csv","logic/lua_config_module_0.assetbundle","8308","Google Play LDPlayer","extraÃ­do del cliente"
