id_registro,tipo_registro,categoria,nombre_interno,nombre_visible,descripcion,fuente_obtencion,parametros_fuente,estado,icono_relativo,bundle_origen,ancho,alto
cdcabf5bbe619c61,icono,dungeons,2_2_10,,,Mazmorras y actividades,,Confirmado en archivos del juego; nombre visible pendiente,analisis/catalogos/contact-sheets/2_2_10__atlas__advancedungeon__8072cfd71d.png,atlas\advancedungeon.assetbundle,100,131
8cabad929531f0db,icono,dungeons,2_2_11,,,Mazmorras y actividades,,Confirmado en archivos del juego; nombre visible pendiente,analisis/catalogos/contact-sheets/2_2_11__atlas__advancedungeon__9ea99429ac.png,atlas\advancedungeon.assetbundle,150,70
89477a22bd51d20f,icono,dungeons,2_2_12,,,Mazmorras y actividades,,Confirmado en archivos del juego; nombre visible pendiente,analisis/catalogos/contact-sheets/2_2_12__atlas__advancedungeon__2f02d0c1a4.png,atlas\advancedungeon.assetbundle,49,100
7bf56473e4a6a9b2,icono,dungeons,2_2_13,,,Mazmorras y actividades,,Confirmado en archivos del juego; nombre visible pendiente,analisis/catalogos/contact-sheets/2_2_13__atlas__advancedungeon__94937c9884.png,atlas\advancedungeon.assetbundle,75,146
8cb0f4085b9b9168,icono,dungeons,2_2_14,,,Mazmorras y actividades,,Confirmado en archivos del juego; nombre visible pendiente,analisis/catalogos/contact-sheets/2_2_14__atlas__advancedungeon__b61531add0.png,atlas\advancedungeon.assetbundle,161,73
593cdf217c2715b8,icono,dungeons,2_2_15,,,Mazmorras y actividades,,Confirmado en archivos del juego; nombre visible pendiente,analisis/catalogos/contact-sheets/2_2_15__atlas__advancedungeon__4f27c0685e.png,atlas\advancedungeon.assetbundle,49,86
4ac082e9fe171fce,icono,dungeons,2_2_16,,,Mazmorras y actividades,,Confirmado en archivos del juego; nombre visible pendiente,analisis/catalogos/contact-sheets/2_2_16__atlas__advancedungeon__2e9d0a6e3d.png,atlas\advancedungeon.assetbundle,99,255
7eedb0f6396e019b,icono,dungeons,2_2_17,,,Mazmorras y actividades,,Confirmado en archivos del juego; nombre visible pendiente,analisis/catalogos/contact-sheets/2_2_17__atlas__advancedungeon__f5b017a2d9.png,atlas\advancedungeon.assetbundle,136,78
33f9639b6a715df4,icono,dungeons,2_2_18,,,Mazmorras y actividades,,Confirmado en archivos del juego; nombre visible pendiente,analisis/catalogos/contact-sheets/2_2_18__atlas__advancedungeon__58bf4f4c17.png,atlas\advancedungeon.assetbundle,65,146
1531f27d1bce7896,icono,dungeons,2_2_19,,,Mazmorras y actividades,,Confirmado en archivos del juego; nombre visible pendiente,analisis/catalogos/contact-sheets/2_2_19__atlas__advancedungeon__c3a4fac357.png,atlas\advancedungeon.assetbundle,140,71
a57077bc17c78f64,icono,dungeons,2_2_2,,,Mazmorras y actividades,,Confirmado en archivos del juego; nombre visible pendiente,analisis/catalogos/contact-sheets/2_2_2__atlas__advancedungeon__7e0dcd04b0.png,atlas\advancedungeon.assetbundle,91,158
dc3f2b38d05786b1,icono,dungeons,2_2_3,,,Mazmorras y actividades,,Confirmado en archivos del juego; nombre visible pendiente,analisis/catalogos/contact-sheets/2_2_3__atlas__advancedungeon__31a6363608.png,atlas\advancedungeon.assetbundle,100,74
c1c50171afdaf0a8,icono,dungeons,2_2_4,,,Mazmorras y actividades,,Confirmado en archivos del juego; nombre visible pendiente,analisis/catalogos/contact-sheets/2_2_4__atlas__advancedungeon__6fdce98310.png,atlas\advancedungeon.assetbundle,196,50
1fa4fdc5f52ff1f2,icono,dungeons,2_2_5,,,Mazmorras y actividades,,Confirmado en archivos del juego; nombre visible pendiente,analisis/catalogos/contact-sheets/2_2_5__atlas__advancedungeon__1d71665ab8.png,atlas\advancedungeon.assetbundle,113,161
2ce328f4e51c1953,icono,dungeons,2_2_6,,,Mazmorras y actividades,,Confirmado en archivos del juego; nombre visible pendiente,analisis/catalogos/contact-sheets/2_2_6__atlas__advancedungeon__42edd98492.png,atlas\advancedungeon.assetbundle,110,197
655e1d73fa400e6c,icono,dungeons,2_2_7,,,Mazmorras y actividades,,Confirmado en archivos del juego; nombre visible pendiente,analisis/catalogos/contact-sheets/2_2_7__atlas__advancedungeon__5baf1ec400.png,atlas\advancedungeon.assetbundle,132,133
b19f6a2a38434ad4,icono,dungeons,2_2_8,,,Mazmorras y actividades,,Confirmado en archivos del juego; nombre visible pendiente,analisis/catalogos/contact-sheets/2_2_8__atlas__advancedungeon__c4073961e3.png,atlas\advancedungeon.assetbundle,109,167
5ff22932a7e77859,icono,dungeons,2_2_9,,,Mazmorras y actividades,,Confirmado en archivos del juego; nombre visible pendiente,analisis/catalogos/contact-sheets/2_2_9__atlas__advancedungeon__67ed4cf173.png,atlas\advancedungeon.assetbundle,70,158
ef3fdaea442e2d1a,icono,dungeons,activityIconTimeBg,,,Mazmorras y actividades,,Confirmado en archivos del juego; nombre visible pendiente,analisis/catalogos/contact-sheets/activityIconTimeBg__atlas__mainui__08f901e3a8.png,atlas\mainui.assetbundle,87,22
2c25bb804db7da37,icono,dungeons,baoxiang,,,Mazmorras y actividades,,Confirmado en archivos del juego; nombre visible pendiente,analisis/catalogos/contact-sheets/baoxiang__atlas__advancedungeon__ebae951099.png,atlas\advancedungeon.assetbundle,87,87
a064c98d0ba87689,icono,dungeons,baoxiangIcon,,,Mazmorras y actividades,,Confirmado en archivos del juego; nombre visible pendiente,analisis/catalogos/contact-sheets/baoxiangIcon__atlas__advancedungeon__ac027ef93a.png,atlas\advancedungeon.assetbundle,69,70
c85d72f2df0a2778,icono,dungeons,baozang_butoudi_bg_9S,,,Mazmorras y actividades,,Confirmado en archivos del juego; nombre visible pendiente,analisis/catalogos/contact-sheets/baozang_butoudi_bg_9S__atlas__activitytrial__f9c493337b.png,atlas\activitytrial.assetbundle,29,8
df80a700a151dcf5,icono,dungeons,baozang_fengexian_heng_H3S,,,Mazmorras y actividades,,Confirmado en archivos del juego; nombre visible pendiente,analisis/catalogos/contact-sheets/baozang_fengexian_heng_H3S__atlas__dragoneggactivity__9a952fc49a.png,atlas\dragoneggactivity.assetbundle,4,1
606fe8d42f9ec0cc,icono,dungeons,bean1,,,Mazmorras y actividades,,Confirmado en archivos del juego; nombre visible pendiente,analisis/catalogos/contact-sheets/bean1__atlas__afireactivity5__bf8181c37b.png,atlas\afireactivity5.assetbundle,79,88
7f030093f7e6ea40,icono,dungeons,bean2,,,Mazmorras y actividades,,Confirmado en archivos del juego; nombre visible pendiente,analisis/catalogos/contact-sheets/bean2__atlas__afireactivity5__43be66afbf.png,atlas\afireactivity5.assetbundle,79,88
a45471a9493654b4,icono,dungeons,bean3,,,Mazmorras y actividades,,Confirmado en archivos del juego; nombre visible pendiente,analisis/catalogos/contact-sheets/bean3__atlas__afireactivity5__4d94068c2e.png,atlas\afireactivity5.assetbundle,79,88
8ab7098755d073f2,icono,dungeons,bean4,,,Mazmorras y actividades,,Confirmado en archivos del juego; nombre visible pendiente,analisis/catalogos/contact-sheets/bean4__atlas__afireactivity5__90772d5c97.png,atlas\afireactivity5.assetbundle,79,88
1ea554c09a6816dd,icono,dungeons,bean5,,,Mazmorras y actividades,,Confirmado en archivos del juego; nombre visible pendiente,analisis/catalogos/contact-sheets/bean5__atlas__afireactivity5__94935eeb24.png,atlas\afireactivity5.assetbundle,77,88
a749a2c5f98f0f64,icono,dungeons,bean6,,,Mazmorras y actividades,,Confirmado en archivos del juego; nombre visible pendiente,analisis/catalogos/contact-sheets/bean6__atlas__afireactivity5__3568f298bf.png,atlas\afireactivity5.assetbundle,79,88
7b4af09596339160,icono,dungeons,bianqiang_haoyoubang_bg3_9S,,,Mazmorras y actividades,,Confirmado en archivos del juego; nombre visible pendiente,analisis/catalogos/contact-sheets/bianqiang_haoyoubang_bg3_9S__atlas__activitynewrank__63440605e8.png,atlas\activitynewrank.assetbundle,3,3
f0c2a9f444a0b5f3,icono,dungeons,boss,,,Mazmorras y actividades,,Confirmado en archivos del juego; nombre visible pendiente,analisis/catalogos/contact-sheets/boss__atlas__timeborder__b28d9ab37a.png,atlas\timeborder.assetbundle,165,186
551ed449849eb821,icono,dungeons,boss_biaoqian_bg,,,Mazmorras y actividades,,Confirmado en archivos del juego; nombre visible pendiente,analisis/catalogos/contact-sheets/boss_biaoqian_bg__atlas__countrytomb__f2126389da.png,atlas\countrytomb.assetbundle,28,55
b898fbb85ec381c6,icono,dungeons,boss_biaoqian_bg,,,Mazmorras y actividades,,Confirmado en archivos del juego; nombre visible pendiente,analisis/catalogos/contact-sheets/boss_biaoqian_bg__atlas__boss__a007b64c56.png,atlas\boss.assetbundle,28,55
ca873bf00153d6ba,icono,dungeons,boss_biaoqian2_bg,,,Mazmorras y actividades,,Confirmado en archivos del juego; nombre visible pendiente,analisis/catalogos/contact-sheets/boss_biaoqian2_bg__atlas__country__d949b94e04.png,atlas\country.assetbundle,28,55
a8cfcf75808d1e65,icono,dungeons,boss_biaoqian2_bg,,,Mazmorras y actividades,,Confirmado en archivos del juego; nombre visible pendiente,analisis/catalogos/contact-sheets/boss_biaoqian2_bg__atlas__mainuileft__6329765409.png,atlas\mainuileft.assetbundle,28,55
2429da9b0f51360d,icono,dungeons,boss_chendi_bg_9S,,,Mazmorras y actividades,,Confirmado en archivos del juego; nombre visible pendiente,analisis/catalogos/contact-sheets/boss_chendi_bg_9S__atlas__vipdiamond__c2912034e9.png,atlas\vipdiamond.assetbundle,682,24
dead9b329a7f1a5a,icono,dungeons,boss_chendi_bg_9S,,,Mazmorras y actividades,,Confirmado en archivos del juego; nombre visible pendiente,analisis/catalogos/contact-sheets/boss_chendi_bg_9S__atlas__activitywelfare__53caae2bfe.png,atlas\activitywelfare.assetbundle,682,24
076da26ce6bad6d3,icono,dungeons,boss_chendi_bg_9S,,,Mazmorras y actividades,,Confirmado en archivos del juego; nombre visible pendiente,analisis/catalogos/contact-sheets/boss_chendi_bg_9S__atlas__boss__6755e009e5.png,atlas\boss.assetbundle,682,24
1d644dd65e30006b,icono,dungeons,boss_gerendi_9s,,,Mazmorras y actividades,,Confirmado en archivos del juego; nombre visible pendiente,analisis/catalogos/contact-sheets/boss_gerendi_9s__atlas__mainuileft__91c8de6a2a.png,atlas\mainuileft.assetbundle,240,2
ef0c50900b7775e1,icono,dungeons,boss_gongxiang_bg_9s,,,Mazmorras y actividades,,Confirmado en archivos del juego; nombre visible pendiente,analisis/catalogos/contact-sheets/boss_gongxiang_bg_9s__atlas__mainuileft__43259f3c74.png,atlas\mainuileft.assetbundle,8,8
1159abf08fa6c4c4,icono,dungeons,boss_gongxiang_bg_9s,,,Mazmorras y actividades,,Confirmado en archivos del juego; nombre visible pendiente,analisis/catalogos/contact-sheets/boss_gongxiang_bg_9s__atlas__boss__fcb6e7081c.png,atlas\boss.assetbundle,8,8
379e9825487f2b58,icono,dungeons,boss_mingzidi_bg,,,Mazmorras y actividades,,Confirmado en archivos del juego; nombre visible pendiente,analisis/catalogos/contact-sheets/boss_mingzidi_bg__atlas__boss__3ac78e5f97.png,atlas\boss.assetbundle,102,26
a62f674252c056c3,icono,dungeons,boss_tuichu_icon,,,Mazmorras y actividades,,Confirmado en archivos del juego; nombre visible pendiente,analisis/catalogos/contact-sheets/boss_tuichu_icon__atlas__mainuileft__c40bcccafe.png,atlas\mainuileft.assetbundle,33,31
6493c60f0429b08a,icono,dungeons,boss_tuoguantequan_icon,,,Mazmorras y actividades,,Confirmado en archivos del juego; nombre visible pendiente,analisis/catalogos/contact-sheets/boss_tuoguantequan_icon__atlas__boss__c4a5869830.png,atlas\boss.assetbundle,108,108
4620fccbdb3f1066,icono,dungeons,boss_tuoguantequan2_icon,,,Mazmorras y actividades,,Confirmado en archivos del juego; nombre visible pendiente,analisis/catalogos/contact-sheets/boss_tuoguantequan2_icon__atlas__boss__014e7a0f2b.png,atlas\boss.assetbundle,108,108
a784f62f1134899a,icono,dungeons,boss_type1,,,Mazmorras y actividades,,Confirmado en archivos del juego; nombre visible pendiente,analisis/catalogos/contact-sheets/boss_type1__atlas__nationwar__52961b590b.png,atlas\nationwar.assetbundle,28,55
d7235097a6f713f8,icono,dungeons,boss_type2,,,Mazmorras y actividades,,Confirmado en archivos del juego; nombre visible pendiente,analisis/catalogos/contact-sheets/boss_type2__atlas__nationwar__c771577142.png,atlas\nationwar.assetbundle,28,56
1b203e011b9864bc,icono,dungeons,boss_type3,,,Mazmorras y actividades,,Confirmado en archivos del juego; nombre visible pendiente,analisis/catalogos/contact-sheets/boss_type3__atlas__nationwar__f870aa7ce5.png,atlas\nationwar.assetbundle,28,56
5b4500188e56bca9,icono,dungeons,boss_xian_icon_9S,,,Mazmorras y actividades,,Confirmado en archivos del juego; nombre visible pendiente,analisis/catalogos/contact-sheets/boss_xian_icon_9S__atlas__relic__f2d47d94ec.png,atlas\relic.assetbundle,132,8
b9246f82266d9c1d,icono,dungeons,boss_xian_icon_9S,,,Mazmorras y actividades,,Confirmado en archivos del juego; nombre visible pendiente,analisis/catalogos/contact-sheets/boss_xian_icon_9S__atlas__vip__ee47159bfe.png,atlas\vip.assetbundle,132,8
37035ddf37b9164f,icono,dungeons,boss_xian_icon_9S,,,Mazmorras y actividades,,Confirmado en archivos del juego; nombre visible pendiente,analisis/catalogos/contact-sheets/boss_xian_icon_9S__atlas__boss__5eddcc4478.png,atlas\boss.assetbundle,132,8
65cb755e2ace92dc,icono,dungeons,boss_xian_icon_9S,,,Mazmorras y actividades,,Confirmado en archivos del juego; nombre visible pendiente,analisis/catalogos/contact-sheets/boss_xian_icon_9S__atlas__country__34271823d1.png,atlas\country.assetbundle,132,8
5cc0e253cb616325,icono,dungeons,boss_xian_icon_9S,,,Mazmorras y actividades,,Confirmado en archivos del juego; nombre visible pendiente,analisis/catalogos/contact-sheets/boss_xian_icon_9S__atlas__common__7cc638b04b.png,atlas\common.assetbundle,132,8
a04b51a73a71dc45,icono,dungeons,boss_xian_icon_9S,,,Mazmorras y actividades,,Confirmado en archivos del juego; nombre visible pendiente,analisis/catalogos/contact-sheets/boss_xian_icon_9S__atlas__swap__24b2ab4aba.png,atlas\swap.assetbundle,132,8
64b16cdbbddf2956,icono,dungeons,boss_xian_icon_9S,,,Mazmorras y actividades,,Confirmado en archivos del juego; nombre visible pendiente,analisis/catalogos/contact-sheets/boss_xian_icon_9S__atlas__holytree__e856c9eac0.png,atlas\holytree.assetbundle,132,8
31f12666e9445f06,icono,dungeons,boss_xian2_icon_9S,,,Mazmorras y actividades,,Confirmado en archivos del juego; nombre visible pendiente,analisis/catalogos/contact-sheets/boss_xian2_icon_9S__atlas__activitywelfare__83846a3f46.png,atlas\activitywelfare.assetbundle,142,8
0770266586ca49a1,icono,dungeons,boss_yaoli_icon,,,Mazmorras y actividades,,Confirmado en archivos del juego; nombre visible pendiente,analisis/catalogos/contact-sheets/boss_yaoli_icon__atlas__mainuileft__401b730df8.png,atlas\mainuileft.assetbundle,45,47
f41d38413d4c80a8,icono,dungeons,boss_yaoli_icon,,,Mazmorras y actividades,,Confirmado en archivos del juego; nombre visible pendiente,analisis/catalogos/contact-sheets/boss_yaoli_icon__atlas__vip__2f08f10704.png,atlas\vip.assetbundle,45,47
282d02874e25f2ee,icono,dungeons,boss_yaoli_icon,,,Mazmorras y actividades,,Confirmado en archivos del juego; nombre visible pendiente,analisis/catalogos/contact-sheets/boss_yaoli_icon__atlas__countrytomb__b8886236b9.png,atlas\countrytomb.assetbundle,45,47
0982668f77ecf780,icono,dungeons,boss_yaoli_icon,,,Mazmorras y actividades,,Confirmado en archivos del juego; nombre visible pendiente,analisis/catalogos/contact-sheets/boss_yaoli_icon__atlas__boss__d4c9ce6ec0.png,atlas\boss.assetbundle,45,47
bc7aa3007d18fd5c,icono,dungeons,boss_youce_heidi_9s,,,Mazmorras y actividades,,Confirmado en archivos del juego; nombre visible pendiente,analisis/catalogos/contact-sheets/boss_youce_heidi_9s__atlas__mainuileft__d021b6931a.png,atlas\mainuileft.assetbundle,126,57
5d8ab8d2bc7884ad,icono,dungeons,boss_yuanhuo_bg,,,Mazmorras y actividades,,Confirmado en archivos del juego; nombre visible pendiente,analisis/catalogos/contact-sheets/boss_yuanhuo_bg__atlas__mainuileft__6e6fe647ed.png,atlas\mainuileft.assetbundle,58,58
14190fe1b0662f0e,icono,dungeons,boss1,,,Mazmorras y actividades,,Confirmado en archivos del juego; nombre visible pendiente,analisis/catalogos/contact-sheets/boss1__atlas__country__2d3c91481e.png,atlas\country.assetbundle,134,91
9944ff3bc62b36d9,icono,dungeons,BOSSHead,,,Mazmorras y actividades,,Confirmado en archivos del juego; nombre visible pendiente,analisis/catalogos/contact-sheets/BOSSHead__atlas__advancedungeon__673ed3c136.png,atlas\advancedungeon.assetbundle,56,55
956ddc813743dc2b,icono,dungeons,bosstuoguantanchuang_zidong_bg,,,Mazmorras y actividades,,Confirmado en archivos del juego; nombre visible pendiente,analisis/catalogos/contact-sheets/bosstuoguantanchuang_zidong_bg__atlas__boss__6785ef66d9.png,atlas\boss.assetbundle,32,27
4b4a06d857e37f1c,icono,dungeons,bosstuoguantanchuang_zidong_bg,,,Mazmorras y actividades,,Confirmado en archivos del juego; nombre visible pendiente,analisis/catalogos/contact-sheets/bosstuoguantanchuang_zidong_bg__atlas__mainuileft__8ba0a2a456.png,atlas\mainuileft.assetbundle,32,27
392382ec34b34ae2,icono,dungeons,bosszhuanpan_jindu_bar,,,Mazmorras y actividades,,Confirmado en archivos del juego; nombre visible pendiente,analisis/catalogos/contact-sheets/bosszhuanpan_jindu_bar__atlas__mainuileft__e708e112b2.png,atlas\mainuileft.assetbundle,71,71
29a9ff173c334d03,icono,dungeons,bosszhuanpan_jindu_bar,,,Mazmorras y actividades,,Confirmado en archivos del juego; nombre visible pendiente,analisis/catalogos/contact-sheets/bosszhuanpan_jindu_bar__atlas__gradeboss__f841c63f43.png,atlas\gradeboss.assetbundle,71,71
60063e72577f2dd3,icono,dungeons,bosszhuanpan_jindu_bg,,,Mazmorras y actividades,,Confirmado en archivos del juego; nombre visible pendiente,analisis/catalogos/contact-sheets/bosszhuanpan_jindu_bg__atlas__boss__ea71116a19.png,atlas\boss.assetbundle,73,75
44fb6181e97e8e2c,icono,dungeons,bosszhuanpan_jindu02_bg,,,Mazmorras y actividades,,Confirmado en archivos del juego; nombre visible pendiente,analisis/catalogos/contact-sheets/bosszhuanpan_jindu02_bg__atlas__gradeboss__07b2e9d13e.png,atlas\gradeboss.assetbundle,72,72
9ddbfad4429a462e,icono,dungeons,bosszhuanpan_jindu02_bg,,,Mazmorras y actividades,,Confirmado en archivos del juego; nombre visible pendiente,analisis/catalogos/contact-sheets/bosszhuanpan_jindu02_bg__atlas__boss__84812b28d6.png,atlas\boss.assetbundle,72,72
d315eaa8988d1ff1,icono,dungeons,bosszhuanpan_jindu02_bg,,,Mazmorras y actividades,,Confirmado en archivos del juego; nombre visible pendiente,analisis/catalogos/contact-sheets/bosszhuanpan_jindu02_bg__atlas__mainuileft__386b72f16e.png,atlas\mainuileft.assetbundle,72,72
3518711a6249dfce,icono,dungeons,bosszhuanpan_jindu1_bar,,,Mazmorras y actividades,,Confirmado en archivos del juego; nombre visible pendiente,analisis/catalogos/contact-sheets/bosszhuanpan_jindu1_bar__atlas__mainuileft__02e9834681.png,atlas\mainuileft.assetbundle,27,19
5c0404b8d064a7f1,icono,dungeons,bosszhuanpan_jindu1_bar,,,Mazmorras y actividades,,Confirmado en archivos del juego; nombre visible pendiente,analisis/catalogos/contact-sheets/bosszhuanpan_jindu1_bar__atlas__gradeboss__75a19fe5e2.png,atlas\gradeboss.assetbundle,27,19
6091fc82c452e8c7,icono,dungeons,bosszhuanpan_jindu2_bar,,,Mazmorras y actividades,,Confirmado en archivos del juego; nombre visible pendiente,analisis/catalogos/contact-sheets/bosszhuanpan_jindu2_bar__atlas__mainuileft__f6558d970b.png,atlas\mainuileft.assetbundle,18,26
dee3ecc2731f8128,icono,dungeons,bosszhuanpan_jindu2_bar,,,Mazmorras y actividades,,Confirmado en archivos del juego; nombre visible pendiente,analisis/catalogos/contact-sheets/bosszhuanpan_jindu2_bar__atlas__gradeboss__4428a94644.png,atlas\gradeboss.assetbundle,18,26
acd5145690979529,icono,dungeons,bosszhuanpan_jindu3_bar,,,Mazmorras y actividades,,Confirmado en archivos del juego; nombre visible pendiente,analisis/catalogos/contact-sheets/bosszhuanpan_jindu3_bar__atlas__gradeboss__eb8f6d9725.png,atlas\gradeboss.assetbundle,19,27
bfc11c4f61703ce0,icono,dungeons,bosszhuanpan_jindu3_bar,,,Mazmorras y actividades,,Confirmado en archivos del juego; nombre visible pendiente,analisis/catalogos/contact-sheets/bosszhuanpan_jindu3_bar__atlas__mainuileft__72b9758c48.png,atlas\mainuileft.assetbundle,19,27
e62adac76d83fc42,icono,dungeons,bosszhuanpan_jindu4_bar,,,Mazmorras y actividades,,Confirmado en archivos del juego; nombre visible pendiente,analisis/catalogos/contact-sheets/bosszhuanpan_jindu4_bar__atlas__mainuileft__b6e7f6a0a3.png,atlas\mainuileft.assetbundle,26,18
044eedff437049ca,icono,dungeons,bosszhuanpan_jindu4_bar,,,Mazmorras y actividades,,Confirmado en archivos del juego; nombre visible pendiente,analisis/catalogos/contact-sheets/bosszhuanpan_jindu4_bar__atlas__gradeboss__0c801c5c62.png,atlas\gradeboss.assetbundle,26,18
6f38eff4ae7a8053,icono,dungeons,bosszhuanpan_jindu5_bar,,,Mazmorras y actividades,,Confirmado en archivos del juego; nombre visible pendiente,analisis/catalogos/contact-sheets/bosszhuanpan_jindu5_bar__atlas__gradeboss__1ae0971da5.png,atlas\gradeboss.assetbundle,26,18
b2b4d2017b97e620,icono,dungeons,bosszhuanpan_jindu5_bar,,,Mazmorras y actividades,,Confirmado en archivos del juego; nombre visible pendiente,analisis/catalogos/contact-sheets/bosszhuanpan_jindu5_bar__atlas__mainuileft__df1b453804.png,atlas\mainuileft.assetbundle,26,18
9279be385c1a6b9d,icono,dungeons,bosszhuanpan_jindu6_bar,,,Mazmorras y actividades,,Confirmado en archivos del juego; nombre visible pendiente,analisis/catalogos/contact-sheets/bosszhuanpan_jindu6_bar__atlas__gradeboss__f3b1d588a2.png,atlas\gradeboss.assetbundle,19,27
4d53a7b15e5b0ee4,icono,dungeons,bosszhuanpan_jindu6_bar,,,Mazmorras y actividades,,Confirmado en archivos del juego; nombre visible pendiente,analisis/catalogos/contact-sheets/bosszhuanpan_jindu6_bar__atlas__mainuileft__d768cd8ed0.png,atlas\mainuileft.assetbundle,19,27
