"archivo","url"
"T:\Guia Archivos\analisis\text-assets\FlashModel__lua_logic_10__e3d0bfd5cb.txt","https://game.flash.cn/account/safe/realname"
"T:\Guia Archivos\analisis\catalogos\printable-strings.csv","https://github.com/Tencent/LuaPanda/blob/master/Docs/Manual/update.md"
"T:\Guia Archivos\analisis\text-assets\data_Oversea_en__lua_config_logicdata__c99666d2ad.txt","https://github.com/Tencent/LuaPanda/blob/master/Docs/Manual/update.md"
"T:\Guia Archivos\analisis\text-assets\data_Oversea_id__lua_config_logicdata__d7012fd34b.txt","https://github.com/Tencent/LuaPanda/blob/master/Docs/Manual/update.md"
"T:\Guia Archivos\analisis\catalogos\printable-strings.csv","https://github.com/Tencent/LuaPanda/blob/master/Docs/Manual/update.md/"
"T:\Guia Archivos\analisis\text-assets\data_Oversea_id__lua_config_logicdata__d7012fd34b.txt","https://github.com/Tencent/LuaPanda/blob/master/Docs/Manual/update.md/"
"T:\Guia Archivos\analisis\text-assets\data_Oversea_ru__lua_config_logicdata__fe73844abd.txt","https://github.com/Tencent/LuaPanda/blob/master/Docs/Manual/update.md/"
"T:\Guia Archivos\analisis\text-assets\LuaPanda__lua_logic_all__9203203312.txt","https://github.com/Tencent/LuaPanda/blob/master/Docs/Manual/update.md/"
"T:\Guia Archivos\analisis\catalogos\printable-strings.csv","https://github.com/Tencent/LuaPanda/blob/master/Docs/Manual/update.mdn"
"T:\Guia Archivos\analisis\text-assets\data_Oversea_ru__lua_config_logicdata__fe73844abd.txt","https://github.com/Tencent/LuaPanda/blob/master/Docs/Manual/update.mdn"
"T:\Guia Archivos\analisis\catalogos\printable-strings.csv","https://github.com/Tencent/LuaPanda/blob/master/Docs/Manual/update.mdZ"
"T:\Guia Archivos\analisis\text-assets\data_Oversea_en__lua_config_logicdata__c99666d2ad.txt","https://github.com/Tencent/LuaPanda/blob/master/Docs/Manual/update.mdZ"
"T:\Guia Archivos\analisis\catalogos\printable-strings.csv","https://github.com/Tencent/LuaPanda/releases"
"T:\Guia Archivos\analisis\text-assets\data_Oversea_en__lua_config_logicdata__c99666d2ad.txt","https://github.com/Tencent/LuaPanda/releases"
"T:\Guia Archivos\analisis\text-assets\data_Oversea_id__lua_config_logicdata__d7012fd34b.txt","https://github.com/Tencent/LuaPanda/releases"
"T:\Guia Archivos\analisis\text-assets\data_Oversea_ru__lua_config_logicdata__fe73844abd.txt","https://github.com/Tencent/LuaPanda/releases"
"T:\Guia Archivos\analisis\text-assets\LuaPanda__lua_logic_all__9203203312.txt","https://github.com/Tencent/LuaPanda/releases"
"T:\Guia Archivos\analisis\catalogos\printable-strings.csv","https://github.com/Tencent/LuaPanda/releasesA"
"T:\Guia Archivos\analisis\text-assets\data_Oversea_id__lua_config_logicdata__d7012fd34b.txt","https://github.com/Tencent/LuaPanda/releasesA"
"T:\Guia Archivos\analisis\catalogos\printable-strings.csv","https://github.com/Tencent/LuaPanda/releasesC"
"T:\Guia Archivos\analisis\text-assets\data_Oversea_en__lua_config_logicdata__c99666d2ad.txt","https://github.com/Tencent/LuaPanda/releasesC"
"T:\Guia Archivos\analisis\catalogos\printable-strings.csv","https://github.com/Tencent/LuaPanda/releasesO"
"T:\Guia Archivos\analisis\text-assets\data_Oversea_ru__lua_config_logicdata__fe73844abd.txt","https://github.com/Tencent/LuaPanda/releasesO"
"T:\Guia Archivos\analisis\catalogos\printable-strings.csv","https://image.leniugame"
"T:\Guia Archivos\analisis\catalogos\printable-strings.csv","https://image.leniugame.com/uploads/img/kefu/20221222/c51df623615c93cc86e06cb4901728ab.png"
"T:\Guia Archivos\analisis\text-assets\data_Oversea_en__lua_config_logicdata__c99666d2ad.txt","https://image.leniugame.com/uploads/img/kefu/20221222/c51df623615c93cc86e06cb4901728ab.png"
"T:\Guia Archivos\analisis\text-assets\data_Oversea_id__lua_config_logicdata__d7012fd34b.txt","https://image.leniugame.com/uploads/img/kefu/20221222/c51df623615c93cc86e06cb4901728ab.png"
"T:\Guia Archivos\analisis\text-assets\data_Oversea_ru__lua_config_logicdata__fe73844abd.txt","https://image.leniugame.com/uploads/img/kefu/20221222/c51df623615c93cc86e06cb4901728ab.png"
"T:\Guia Archivos\analisis\catalogos\printable-strings.csv","https://image.leniugame.com/uploads/img/kefu/20221222/c51df623615c93cc86e06cb4901728ab.png)HelloB"
"T:\Guia Archivos\analisis\text-assets\data_Oversea_en__lua_config_logicdata__c99666d2ad.txt","https://image.leniugame.com/uploads/img/kefu/20221222/c51df623615c93cc86e06cb4901728ab.png)HelloB"
"T:\Guia Archivos\analisis\catalogos\printable-strings.csv","https://kefu.leniugame.com/api/VipPanel/finishTask"
"T:\Guia Archivos\analisis\text-assets\HttpRequestManager__lua_logic_all__b2b5aab7a8.txt","https://kefu.leniugame.com/api/VipPanel/finishTask"
"T:\Guia Archivos\analisis\catalogos\printable-strings.csv","https://kefu.leniugame.com/api/VipPanel/getWeComPanel"
"T:\Guia Archivos\analisis\text-assets\HttpRequestManager__lua_logic_all__b2b5aab7a8.txt","https://kefu.leniugame.com/api/VipPanel/getWeComPanel"
"T:\Guia Archivos\analisis\catalogos\printable-strings.csv","https://newact.swjoy.com/activity/index/2022/20230214"
"T:\Guia Archivos\analisis\text-assets\ShunWangVipPanel__lua_logic_11__b40d9d2bd9.txt","https://newact.swjoy.com/activity/index/2022/20230214"
"T:\Guia Archivos\analisis\catalogos\printable-strings.csv","https://photo-cdn.leniu.com/mt/photo/head/:https://twphoto-cos-cdn.leniuhw.com/mt_tw/photo/head/"
"T:\Guia Archivos\analisis\text-assets\FanClubModel__lua_logic_10__805b750ca7.txt","https://photo-cdn.leniu.com/mt/photo/head/:https://twphoto-cos-cdn.leniuhw.com/mt_tw/photo/head/"
"T:\Guia Archivos\analisis\catalogos\printable-strings.csv","https://spg.pandoraseer.com/wap/detail?id=129"
"T:\Guia Archivos\analisis\text-assets\ChargePopView__lua_logic_7__5ebd0c716b.txt","https://spg.pandoraseer.com/wap/detail?id=129"
"T:\Guia Archivos\analisis\catalogos\printable-strings.csv","https://static.ffzww.com/download/flashcenter/FlashCenter_Game_Setup.exe"
"T:\Guia Archivos\analisis\text-assets\FlashModel__lua_logic_10__e3d0bfd5cb.txt","https://static.ffzww.com/download/flashcenter/FlashCenter_Game_Setup.exe"
"T:\Guia Archivos\analisis\catalogos\printable-strings.csv","https://twphoto-cos-cdn.leniuhw.com/mt_en/photo/head/:https://twphoto-cos-cdn.leniuhw.com/mt_ru/photo/head/"
"T:\Guia Archivos\analisis\text-assets\FanClubModel__lua_logic_10__805b750ca7.txt","https://twphoto-cos-cdn.leniuhw.com/mt_en/photo/head/:https://twphoto-cos-cdn.leniuhw.com/mt_ru/photo/head/"
"T:\Guia Archivos\analisis\catalogos\printable-strings.csv","https://webpay.leniugame.com/webpay/#/?game_id=44&area=en&from=AA"
"T:\Guia Archivos\analisis\text-assets\data_system__lua_config_module_7__e3cd05bcf4.txt","https://webpay.leniugame.com/webpay/#/?game_id=44&area=en&from=AA"
"T:\Guia Archivos\analisis\text-assets\data_system__lua_config_module_en_7__5940ef2129.txt","https://webpay.leniugame.com/webpay/#/?game_id=44&area=en&from=AA"
"T:\Guia Archivos\analisis\text-assets\data_system__lua_config_module_id_7__14ce6b79ab.txt","https://webpay.leniugame.com/webpay/#/?game_id=44&area=en&from=AA"
"T:\Guia Archivos\analisis\catalogos\printable-strings.csv","https://webpay.leniugame.com/webpay/#/?game_id=44&area=en&from=AA3"
"T:\Guia Archivos\analisis\text-assets\data_system__lua_config_module_ru_7__fd2d7872ed.txt","https://webpay.leniugame.com/webpay/#/?game_id=44&area=en&from=AA3"
"T:\Guia Archivos\analisis\catalogos\printable-strings.csv","https://www.baidu.com;https://www.facebook.com/profile.php?id=61577923471723"
"T:\Guia Archivos\analisis\text-assets\SDKManager__lua_logic_all__fe156bfc29.txt","https://www.baidu.com;https://www.facebook.com/profile.php?id=61577923471723"
"T:\Guia Archivos\analisis\catalogos\printable-strings.csv","https://www.facebook.com/foxmmo.tw/"
"T:\Guia Archivos\analisis\text-assets\data_abroadReward__lua_config_module_1__3041980700.txt","https://www.facebook.com/foxmmo.tw/"
"T:\Guia Archivos\analisis\text-assets\data_abroadReward__lua_config_module_en_1__dd84ef5702.txt","https://www.facebook.com/foxmmo.tw/"
"T:\Guia Archivos\analisis\text-assets\data_abroadReward__lua_config_module_id_1__cae76592b4.txt","https://www.facebook.com/foxmmo.tw/"
"T:\Guia Archivos\analisis\text-assets\data_abroadReward__lua_config_module_ru_1__c52dffa3de.txt","https://www.facebook.com/foxmmo.tw/"
"T:\Guia Archivos\analisis\text-assets\SDKManager__lua_logic_all__fe156bfc29.txt","https://www.facebook.com/foxmmo.tw/"
"T:\Guia Archivos\analisis\catalogos\printable-strings.csv","https://www.facebook.com/groups/foxmmo"
"T:\Guia Archivos\analisis\text-assets\data_abroadReward__lua_config_module_1__3041980700.txt","https://www.facebook.com/groups/foxmmo"
"T:\Guia Archivos\analisis\text-assets\data_abroadReward__lua_config_module_en_1__dd84ef5702.txt","https://www.facebook.com/groups/foxmmo"
"T:\Guia Archivos\analisis\text-assets\data_abroadReward__lua_config_module_id_1__cae76592b4.txt","https://www.facebook.com/groups/foxmmo"
"T:\Guia Archivos\analisis\text-assets\data_abroadReward__lua_config_module_ru_1__c52dffa3de.txt","https://www.facebook.com/groups/foxmmo"
"T:\Guia Archivos\analisis\text-assets\SDKManager__lua_logic_all__fe156bfc29.txt","https://www.facebook.com/groups/foxmmo"
"T:\Guia Archivos\analisis\catalogos\printable-strings.csv","https://www.youtube.com/@QingqiuWorldOrigin"
"T:\Guia Archivos\analisis\text-assets\data_abroadReward__lua_config_module_1__3041980700.txt","https://www.youtube.com/@QingqiuWorldOrigin"
"T:\Guia Archivos\analisis\text-assets\data_abroadReward__lua_config_module_en_1__dd84ef5702.txt","https://www.youtube.com/@QingqiuWorldOrigin"
"T:\Guia Archivos\analisis\text-assets\data_abroadReward__lua_config_module_id_1__cae76592b4.txt","https://www.youtube.com/@QingqiuWorldOrigin"
"T:\Guia Archivos\analisis\text-assets\data_abroadReward__lua_config_module_ru_1__c52dffa3de.txt","https://www.youtube.com/@QingqiuWorldOrigin"
"T:\Guia Archivos\analisis\catalogos\printable-strings.csv","https://yxdt.game.keniub.com/weiduan/shdlpc-360.exe"
"T:\Guia Archivos\analisis\text-assets\360PCView__lua_logic_3__e6ada1bd3a.txt","https://yxdt.game.keniub.com/weiduan/shdlpc-360.exe"
