"modulo","archivo","cadena"
"data_abssy_boss__invest","data_abssy_boss__invest__lua_config_module_en_1__ec6c47af98.txt","6Chance to drop Chaos Treasure Maps upon boss kill"
"data_abssy_boss__invest","data_abssy_boss__invest__lua_config_module_en_1__ec6c47af98.txt","5Chance to drop 2-star Accessories upon boss kill"
"data_abssy_boss__invest","data_abssy_boss__invest__lua_config_module_en_1__ec6c47af98.txt","6Chance to drop Chaos Treasure Maps upon boss kill"
"data_abssy_boss__invest","data_abssy_boss__invest__lua_config_module_en_1__ec6c47af98.txt","5Chance to drop 2-star Accessories upon boss kill"
"data_abssy_boss__invest","data_abssy_boss__invest__lua_config_module_en_1__ec6c47af98.txt","6Chance to drop Chaos Treasure Maps upon boss kill"
"data_abssy_boss__invest","data_abssy_boss__invest__lua_config_module_en_1__ec6c47af98.txt","5Chance to drop 2-star Accessories upon boss kill"
"data_abssy_boss__invest","data_abssy_boss__invest__lua_config_module_en_1__ec6c47af98.txt","6Chance to drop Chaos Treasure Maps upon boss kill"
"data_abssy_boss__invest","data_abssy_boss__invest__lua_config_module_en_1__ec6c47af98.txt","5Chance to drop 2-star Accessories upon boss kill"
"data_abssy_boss__invest","data_abssy_boss__invest__lua_config_module_en_1__ec6c47af98.txt","6Chance to drop Chaos Treasure Maps upon boss kill"
"data_abssy_boss__invest","data_abssy_boss__invest__lua_config_module_en_1__ec6c47af98.txt","5Chance to drop 2-star Accessories upon boss kill"
"data_abssy_boss__invest","data_abssy_boss__invest__lua_config_module_en_1__ec6c47af98.txt","6Chance to drop Chaos Treasure Maps upon boss kill"
"data_abssy_boss__invest","data_abssy_boss__invest__lua_config_module_en_1__ec6c47af98.txt","5Chance to drop 2-star Accessories upon boss kill"
"data_abssy_boss__invest","data_abssy_boss__invest__lua_config_module_en_1__ec6c47af98.txt","6Chance to drop Chaos Treasure Maps upon boss kill"
"data_abssy_boss__invest","data_abssy_boss__invest__lua_config_module_en_1__ec6c47af98.txt","5Chance to drop 2-star Accessories upon boss kill"
"data_abssy_boss__invest","data_abssy_boss__invest__lua_config_module_en_1__ec6c47af98.txt","6Chance to drop Chaos Treasure Maps upon boss kill"
"data_artifact_boss__get_boss","data_artifact_boss__get_boss__lua_config_module_en_1__24c78a4b5c.txt","boss_id"
"data_artifact_boss__get_boss","data_artifact_boss__get_boss__lua_config_module_en_1__24c78a4b5c.txt","boss_id_func"
"data_artifact_boss__get_boss","data_artifact_boss__get_boss__lua_config_module_en_1__24c78a4b5c.txt","rec_power"
"data_artifact_boss__get_boss","data_artifact_boss__get_boss__lua_config_module_en_1__24c78a4b5c.txt","is_notice"
"data_artifact_boss__get_boss","data_artifact_boss__get_boss__lua_config_module_en_1__24c78a4b5c.txt","boss_id"
"data_asura_boss__types","data_asura_boss__types__lua_config_module_en_1__0877e1d8c8.txt","scene_id"
"data_abssy_boss__dungeons","data_abssy_boss__dungeons__lua_config_module_en_1__6e90abebdf.txt","boss_id"
"data_abssy_boss__dungeons","data_abssy_boss__dungeons__lua_config_module_en_1__6e90abebdf.txt","boss_id_func"
"data_abssy_boss__dungeons","data_abssy_boss__dungeons__lua_config_module_en_1__6e90abebdf.txt","recommend_power"
"data_abssy_boss__dungeons","data_abssy_boss__dungeons__lua_config_module_en_1__6e90abebdf.txt","isweak"
"data_abssy_boss__dungeons","data_abssy_boss__dungeons__lua_config_module_en_1__6e90abebdf.txt","boss_play_id"
"data_abssy_boss__dungeons","data_abssy_boss__dungeons__lua_config_module_en_1__6e90abebdf.txt","boss_id"
"data_abssy_boss__dungeons","data_abssy_boss__dungeons__lua_config_module_en_1__6e90abebdf.txt","Brightness - Ice Phoenix"
"data_abssy_boss__dungeons","data_abssy_boss__dungeons__lua_config_module_en_1__6e90abebdf.txt","Brightness - Ice Phoenix"
"data_abssy_boss__dungeons","data_abssy_boss__dungeons__lua_config_module_en_1__6e90abebdf.txt","Brightness - Ice Phoenix"
"data_abssy_boss__dungeons","data_abssy_boss__dungeons__lua_config_module_en_1__6e90abebdf.txt","Brightness - Ice Phoenix"
"data_abssy_boss__dungeons","data_abssy_boss__dungeons__lua_config_module_en_1__6e90abebdf.txt","Brightness - Ice Phoenix"
"data_abssy_boss__dungeons","data_abssy_boss__dungeons__lua_config_module_en_1__6e90abebdf.txt","Brightness - Ice Phoenix"
"data_abssy_boss__dungeons","data_abssy_boss__dungeons__lua_config_module_en_1__6e90abebdf.txt","Brightness - Ice Phoenix"
"data_abssy_boss__dungeons","data_abssy_boss__dungeons__lua_config_module_en_1__6e90abebdf.txt","Brightness - Ice Phoenix"
"data_abssy_boss__dungeons","data_abssy_boss__dungeons__lua_config_module_en_1__6e90abebdf.txt","Brightness - Ice Phoenix"
"data_abssy_boss__dungeons","data_abssy_boss__dungeons__lua_config_module_en_1__6e90abebdf.txt","Brightness - Ice Phoenix"
"data_abssy_boss__dungeons","data_abssy_boss__dungeons__lua_config_module_en_1__6e90abebdf.txt","Brightness - Ice Phoenix"
"data_abssy_boss__dungeons","data_abssy_boss__dungeons__lua_config_module_en_1__6e90abebdf.txt","Brightness - Ice Phoenix"
"data_abssy_boss__dungeons","data_abssy_boss__dungeons__lua_config_module_en_1__6e90abebdf.txt","Brightness - Ice Phoenix"
"data_abssy_boss__dungeons","data_abssy_boss__dungeons__lua_config_module_en_1__6e90abebdf.txt","Brightness - Ice Phoenix"
"data_abssy_boss__dungeons","data_abssy_boss__dungeons__lua_config_module_en_1__6e90abebdf.txt","Brightness - Ice Phoenix"
"data_abssy_boss__dungeons","data_abssy_boss__dungeons__lua_config_module_en_1__6e90abebdf.txt","Brightness - Ice Phoenix"
"data_abssy_boss__dungeons","data_abssy_boss__dungeons__lua_config_module_en_1__6e90abebdf.txt","Brightness - Ice Phoenix"
"data_artifact_boss__get_system","data_artifact_boss__get_system__lua_config_module_en_1__9089591ce1.txt","<{[1]=""I'm killing a boss at %s. Come give me a hand!"",}"
"data_abssy_boss","data_abssy_boss__lua_config_module_en_1__166d9f6c83.txt","data_abssy_boss__boxes"
"data_abssy_boss","data_abssy_boss__lua_config_module_en_1__166d9f6c83.txt","data_abssy_boss__setting"
"data_abssy_boss","data_abssy_boss__lua_config_module_en_1__166d9f6c83.txt","data_abssy_boss__types"
"data_abssy_boss","data_abssy_boss__lua_config_module_en_1__166d9f6c83.txt","dungeons"
"data_abssy_boss","data_abssy_boss__lua_config_module_en_1__166d9f6c83.txt","data_abssy_boss__dungeons"
"data_abssy_boss","data_abssy_boss__lua_config_module_en_1__166d9f6c83.txt","data_abssy_boss__goods"
"data_abssy_boss","data_abssy_boss__lua_config_module_en_1__166d9f6c83.txt","data_abssy_boss__invest"
"data_advance_dungeon__section","data_advance_dungeon__section__lua_config_module_en_1__83a453bf4c.txt","suggest_power"
"data_advance_dungeon__section","data_advance_dungeon__section__lua_config_module_en_1__83a453bf4c.txt","scene_id"
"data_advance_dungeon__section","data_advance_dungeon__section__lua_config_module_en_1__83a453bf4c.txt","chapter"
"data_advance_dungeon__section","data_advance_dungeon__section__lua_config_module_en_1__83a453bf4c.txt","Talisman Dungeon 6-20"
"data_advance_dungeon__section","data_advance_dungeon__section__lua_config_module_en_1__83a453bf4c.txt","Talisman Dungeon 6-19"
"data_advance_dungeon__section","data_advance_dungeon__section__lua_config_module_en_1__83a453bf4c.txt","Talisman Dungeon 6-18"
"data_advance_dungeon__section","data_advance_dungeon__section__lua_config_module_en_1__83a453bf4c.txt","Talisman Dungeon 6-17"
"data_advance_dungeon__section","data_advance_dungeon__section__lua_config_module_en_1__83a453bf4c.txt","Talisman Dungeon 6-16"
"data_advance_dungeon__section","data_advance_dungeon__section__lua_config_module_en_1__83a453bf4c.txt","Talisman Dungeon 6-15"
"data_advance_dungeon__section","data_advance_dungeon__section__lua_config_module_en_1__83a453bf4c.txt","Talisman Dungeon 6-14"
"data_advance_dungeon__section","data_advance_dungeon__section__lua_config_module_en_1__83a453bf4c.txt","Talisman Dungeon 6-13"
"data_advance_dungeon__section","data_advance_dungeon__section__lua_config_module_en_1__83a453bf4c.txt","Talisman Dungeon 6-12"
"data_advance_dungeon__section","data_advance_dungeon__section__lua_config_module_en_1__83a453bf4c.txt","Talisman Dungeon 6-11"
"data_advance_dungeon__section","data_advance_dungeon__section__lua_config_module_en_1__83a453bf4c.txt","Talisman Dungeon 6-10"
"data_advance_dungeon__section","data_advance_dungeon__section__lua_config_module_en_1__83a453bf4c.txt","Talisman Dungeon 6-9"
"data_advance_dungeon__section","data_advance_dungeon__section__lua_config_module_en_1__83a453bf4c.txt","Talisman Dungeon 6-8"
"data_advance_dungeon__section","data_advance_dungeon__section__lua_config_module_en_1__83a453bf4c.txt","Talisman Dungeon 6-7"
"data_advance_dungeon__section","data_advance_dungeon__section__lua_config_module_en_1__83a453bf4c.txt","Talisman Dungeon 6-6"
"data_advance_dungeon__section","data_advance_dungeon__section__lua_config_module_en_1__83a453bf4c.txt","Talisman Dungeon 6-5"
"data_advance_dungeon__section","data_advance_dungeon__section__lua_config_module_en_1__83a453bf4c.txt","Talisman Dungeon 6-4"
"data_advance_dungeon__section","data_advance_dungeon__section__lua_config_module_en_1__83a453bf4c.txt","Talisman Dungeon 6-3"
"data_advance_dungeon__section","data_advance_dungeon__section__lua_config_module_en_1__83a453bf4c.txt","Talisman Dungeon 6-2"
"data_advance_dungeon__section","data_advance_dungeon__section__lua_config_module_en_1__83a453bf4c.txt","Talisman Dungeon 6-1"
"data_advance_dungeon__section","data_advance_dungeon__section__lua_config_module_en_1__83a453bf4c.txt","Talisman Dungeon 5-20"
"data_advance_dungeon__section","data_advance_dungeon__section__lua_config_module_en_1__83a453bf4c.txt","Talisman Dungeon 5-19"
"data_advance_dungeon__section","data_advance_dungeon__section__lua_config_module_en_1__83a453bf4c.txt","Talisman Dungeon 5-18"
"data_advance_dungeon__section","data_advance_dungeon__section__lua_config_module_en_1__83a453bf4c.txt","Talisman Dungeon 5-17"
"data_advance_dungeon__section","data_advance_dungeon__section__lua_config_module_en_1__83a453bf4c.txt","Talisman Dungeon 5-16"
"data_advance_dungeon__section","data_advance_dungeon__section__lua_config_module_en_1__83a453bf4c.txt","Talisman Dungeon 5-15"
"data_advance_dungeon__section","data_advance_dungeon__section__lua_config_module_en_1__83a453bf4c.txt","Talisman Dungeon 5-14"
"data_advance_dungeon__section","data_advance_dungeon__section__lua_config_module_en_1__83a453bf4c.txt","Talisman Dungeon 5-13"
"data_advance_dungeon__section","data_advance_dungeon__section__lua_config_module_en_1__83a453bf4c.txt","Talisman Dungeon 5-12"
"data_advance_dungeon__section","data_advance_dungeon__section__lua_config_module_en_1__83a453bf4c.txt","Talisman Dungeon 5-11"
"data_advance_dungeon__section","data_advance_dungeon__section__lua_config_module_en_1__83a453bf4c.txt","Talisman Dungeon 5-10"
"data_advance_dungeon__section","data_advance_dungeon__section__lua_config_module_en_1__83a453bf4c.txt","Talisman Dungeon 5-9"
"data_advance_dungeon__section","data_advance_dungeon__section__lua_config_module_en_1__83a453bf4c.txt","Talisman Dungeon 5-8"
"data_advance_dungeon__section","data_advance_dungeon__section__lua_config_module_en_1__83a453bf4c.txt","Talisman Dungeon 5-7"
"data_advance_dungeon__section","data_advance_dungeon__section__lua_config_module_en_1__83a453bf4c.txt","Talisman Dungeon 5-6"
"data_advance_dungeon__section","data_advance_dungeon__section__lua_config_module_en_1__83a453bf4c.txt","Talisman Dungeon 5-5"
"data_advance_dungeon__section","data_advance_dungeon__section__lua_config_module_en_1__83a453bf4c.txt","Talisman Dungeon 5-4"
"data_advance_dungeon__section","data_advance_dungeon__section__lua_config_module_en_1__83a453bf4c.txt","Talisman Dungeon 5-3"
"data_advance_dungeon__section","data_advance_dungeon__section__lua_config_module_en_1__83a453bf4c.txt","Talisman Dungeon 5-2"
"data_advance_dungeon__section","data_advance_dungeon__section__lua_config_module_en_1__83a453bf4c.txt","Talisman Dungeon 5-1"
"data_advance_dungeon__section","data_advance_dungeon__section__lua_config_module_en_1__83a453bf4c.txt","Talisman Dungeon 4-20"
"data_advance_dungeon__section","data_advance_dungeon__section__lua_config_module_en_1__83a453bf4c.txt","Talisman Dungeon 4-19"
"data_advance_dungeon__section","data_advance_dungeon__section__lua_config_module_en_1__83a453bf4c.txt","Talisman Dungeon 4-18"
"data_advance_dungeon__section","data_advance_dungeon__section__lua_config_module_en_1__83a453bf4c.txt","Talisman Dungeon 4-17"
"data_advance_dungeon__section","data_advance_dungeon__section__lua_config_module_en_1__83a453bf4c.txt","Talisman Dungeon 4-16"
"data_advance_dungeon__section","data_advance_dungeon__section__lua_config_module_en_1__83a453bf4c.txt","Talisman Dungeon 4-15"
"data_advance_dungeon__section","data_advance_dungeon__section__lua_config_module_en_1__83a453bf4c.txt","Talisman Dungeon 4-14"
"data_advance_dungeon__section","data_advance_dungeon__section__lua_config_module_en_1__83a453bf4c.txt","Talisman Dungeon 4-13"
"data_advance_dungeon__section","data_advance_dungeon__section__lua_config_module_en_1__83a453bf4c.txt","Talisman Dungeon 4-12"
"data_advance_dungeon__section","data_advance_dungeon__section__lua_config_module_en_1__83a453bf4c.txt","Talisman Dungeon 4-11"
"data_advance_dungeon__section","data_advance_dungeon__section__lua_config_module_en_1__83a453bf4c.txt","Talisman Dungeon 4-10"
"data_advance_dungeon__section","data_advance_dungeon__section__lua_config_module_en_1__83a453bf4c.txt","Talisman Dungeon 4-9"
"data_advance_dungeon__section","data_advance_dungeon__section__lua_config_module_en_1__83a453bf4c.txt","Talisman Dungeon 4-8"
"data_advance_dungeon__section","data_advance_dungeon__section__lua_config_module_en_1__83a453bf4c.txt","Talisman Dungeon 4-7"
"data_advance_dungeon__section","data_advance_dungeon__section__lua_config_module_en_1__83a453bf4c.txt","Talisman Dungeon 4-6"
"data_advance_dungeon__section","data_advance_dungeon__section__lua_config_module_en_1__83a453bf4c.txt","Talisman Dungeon 4-5"
"data_advance_dungeon__section","data_advance_dungeon__section__lua_config_module_en_1__83a453bf4c.txt","Talisman Dungeon 4-4"
"data_advance_dungeon__section","data_advance_dungeon__section__lua_config_module_en_1__83a453bf4c.txt","Talisman Dungeon 4-3"
"data_advance_dungeon__section","data_advance_dungeon__section__lua_config_module_en_1__83a453bf4c.txt","Talisman Dungeon 4-2"
"data_advance_dungeon__section","data_advance_dungeon__section__lua_config_module_en_1__83a453bf4c.txt","Talisman Dungeon 4-1"
"data_advance_dungeon__section","data_advance_dungeon__section__lua_config_module_en_1__83a453bf4c.txt","Talisman Dungeon 3-20"
"data_advance_dungeon__section","data_advance_dungeon__section__lua_config_module_en_1__83a453bf4c.txt","Talisman Dungeon 3-19"
"data_advance_dungeon__section","data_advance_dungeon__section__lua_config_module_en_1__83a453bf4c.txt","Talisman Dungeon 3-18"
"data_advance_dungeon__section","data_advance_dungeon__section__lua_config_module_en_1__83a453bf4c.txt","Talisman Dungeon 3-17"
"data_advance_dungeon__section","data_advance_dungeon__section__lua_config_module_en_1__83a453bf4c.txt","Talisman Dungeon 3-16"
"data_advance_dungeon__section","data_advance_dungeon__section__lua_config_module_en_1__83a453bf4c.txt","Talisman Dungeon 3-15"
"data_advance_dungeon__section","data_advance_dungeon__section__lua_config_module_en_1__83a453bf4c.txt","Talisman Dungeon 3-14"
"data_advance_dungeon__section","data_advance_dungeon__section__lua_config_module_en_1__83a453bf4c.txt","Talisman Dungeon 3-13"
"data_advance_dungeon__section","data_advance_dungeon__section__lua_config_module_en_1__83a453bf4c.txt","Talisman Dungeon 3-12"
"data_advance_dungeon__section","data_advance_dungeon__section__lua_config_module_en_1__83a453bf4c.txt","Talisman Dungeon 3-11"
"data_advance_dungeon__section","data_advance_dungeon__section__lua_config_module_en_1__83a453bf4c.txt","Talisman Dungeon 3-10"
"data_advance_dungeon__section","data_advance_dungeon__section__lua_config_module_en_1__83a453bf4c.txt","Talisman Dungeon 3-9"
"data_advance_dungeon__section","data_advance_dungeon__section__lua_config_module_en_1__83a453bf4c.txt","Talisman Dungeon 3-8"
