"id","nombre","descripcion","go_to","source_match_count","source_names","bundle","icono_relativo","fuente_catalogo"
"46054163","Autumn's Reflection - Ethereal","","6058","0","","","assets/images/game-data/goods/46054163.png","goods-item-catalog.csv"
"46053163","Autumn's Reflection - Green","","6058","0","","","assets/images/game-data/goods/46053163.png","goods-item-catalog.csv"
"46051163","Autumn's Reflection - Nostalgia","","6058","0","","","assets/images/game-data/goods/46051163.png","goods-item-catalog.csv"
"46055163","Autumn's Reflection - Rouge","","6058","0","","","assets/images/game-data/goods/46055163.png","goods-item-catalog.csv"
"46140049","Autumn's Sigh","","7008","0","","","assets/images/game-data/goods/46140049.png","goods-item-catalog.csv"
"42019103","Awakening of Insects Archive","Used to activate or improve Archive - Rain Water","9001","0","","","assets/images/game-data/goods/42019103.png","goods-item-catalog.csv"
"46080022","Azure Crest","","7010","0","","","assets/images/game-data/goods/46080022.png","goods-item-catalog.csv"
"46051077","Azure Fishshade - Emerald","","6058","0","","","assets/images/game-data/goods/46051077.png","goods-item-catalog.csv"
"46051080","Azure Fishshade - Ethereal","","6058","0","","","assets/images/game-data/goods/46051080.png","goods-item-catalog.csv"
"46051081","Azure Fishshade - Green","","6058","0","","","assets/images/game-data/goods/46051081.png","goods-item-catalog.csv"
"46051078","Azure Fishshade - Nostalgia","","6058","0","","","assets/images/game-data/goods/46051078.png","goods-item-catalog.csv"
"46051079","Azure Fishshade - Rouge","","6058","0","","","assets/images/game-data/goods/46051079.png","goods-item-catalog.csv"
"42017006","Baxia Archive","Used to activate or improve Archive - Suanni","9001","0","","","assets/images/game-data/goods/42017006.png","goods-item-catalog.csv"
"48180007","Beastking","","0","101","Activeness Chest | Activeness Pass | Alliance Beast | Alliance Pass | Ancient Vein | Antique | Arcadia Search | Archive Jump ID | Arena Points Chest | Array System | Attire Competition | Ball Present | Celestial Realm | Compass | Contest Deal | Customize Title | Daily Pack | Daily Rebate | Daily Spending | Daily Top-Up | Divine Compass | Divinity System | Dragon Treasure | Drakefire Legacy | Exchange Store | Expedition | Extreme Challenge | Fairyland Escort | Fairyland Quest | Fairyland Trade | Find NPC | First Top-Up | Fishing | Fishing Interface | Five Spirits Demon Seal | Fortune Deluxe Gift | Fortune Voucher | Free Deal | Friend | Friend's Gift | Fund Investment | Fuse | Gear Awakening | Glyph | Godsend System | Guild Chest | Guild Renaming | Holyweapon Descent | icon | Immortal Trial | Level Rewards | Loot Crate Opening | Lucky Freebie | Lucky Smash Egg | Mandate | Mandate Appraisal | Maze Treasure Search | Merit Chest | Mine Expedition | Mirage Arcadia | Monthly Card Weekly Card | New Server Co-buy | New Server Goal | Noah Vault | Northern Abyss | Number Collection Draw | Official's Salary | Path of Growth | Phoenix Feather Treasure | Point Master | Realm Clash | Road to Immortal | Rune Chest | Rune Crafting | Sacred Mountain Realm | Sea Palace Arcadia | Server Treasure Search | Single Top-Up Rebate | Skill System | Snow Exploration | Soul System | Spending Contest | Spirit Awakening | Spirit Clash | Spirit Root Fuse | Spirit Root System | Spirit Spring Trove | Technique | Technique DTC | Time Adventure | Time Arcadia | Time Realm | Timeforge Trial | Total Top-Up | Treasure Hunt | Trinket System | type | Verdure Shrine | Warrior's Challenge | Wishing Tower | Xenobeast","","assets/images/game-data/goods/48180007.png","goods-item-catalog.csv"
"42017008","Bixi Archive","Used to activate or improve Archive - Jiaotu","9001","0","","","assets/images/game-data/goods/42017008.png","goods-item-catalog.csv"
"46080164","Black Gold Forged Feather","","7010","0","","","assets/images/game-data/goods/46080164.png","goods-item-catalog.csv"
"23019464","Black Gold Phoenix","","6055","0","","","assets/images/game-data/goods/23019464.png","goods-item-catalog.csv"
"42015009","Blazing Sky - Gentleman","Used to activate or improve Archive - Speed Force - F","9001","0","","","assets/images/game-data/goods/42015009.png","goods-item-catalog.csv"
"42015010","Blazing Sky - Lady","Used to activate or improve Archive - Blazing Sky - M","9001","0","","","assets/images/game-data/goods/42015010.png","goods-item-catalog.csv"
"36010002","Blessed Beastsoul","Provides energy for mounts, starring up or advancing them","6014","0","","","assets/images/game-data/goods/36010002.png","goods-item-catalog.csv"
"34020004","Blessed Feathersoul","Provides energy for wings, starring up or advancing them","7012","0","","","assets/images/game-data/goods/34020004.png","goods-item-catalog.csv"
"48180001","Blood Prison","","0","101","Activeness Chest | Activeness Pass | Alliance Beast | Alliance Pass | Ancient Vein | Antique | Arcadia Search | Archive Jump ID | Arena Points Chest | Array System | Attire Competition | Ball Present | Celestial Realm | Compass | Contest Deal | Customize Title | Daily Pack | Daily Rebate | Daily Spending | Daily Top-Up | Divine Compass | Divinity System | Dragon Treasure | Drakefire Legacy | Exchange Store | Expedition | Extreme Challenge | Fairyland Escort | Fairyland Quest | Fairyland Trade | Find NPC | First Top-Up | Fishing | Fishing Interface | Five Spirits Demon Seal | Fortune Deluxe Gift | Fortune Voucher | Free Deal | Friend | Friend's Gift | Fund Investment | Fuse | Gear Awakening | Glyph | Godsend System | Guild Chest | Guild Renaming | Holyweapon Descent | icon | Immortal Trial | Level Rewards | Loot Crate Opening | Lucky Freebie | Lucky Smash Egg | Mandate | Mandate Appraisal | Maze Treasure Search | Merit Chest | Mine Expedition | Mirage Arcadia | Monthly Card Weekly Card | New Server Co-buy | New Server Goal | Noah Vault | Northern Abyss | Number Collection Draw | Official's Salary | Path of Growth | Phoenix Feather Treasure | Point Master | Realm Clash | Road to Immortal | Rune Chest | Rune Crafting | Sacred Mountain Realm | Sea Palace Arcadia | Server Treasure Search | Single Top-Up Rebate | Skill System | Snow Exploration | Soul System | Spending Contest | Spirit Awakening | Spirit Clash | Spirit Root Fuse | Spirit Root System | Spirit Spring Trove | Technique | Technique DTC | Time Adventure | Time Arcadia | Time Realm | Timeforge Trial | Total Top-Up | Treasure Hunt | Trinket System | type | Verdure Shrine | Warrior's Challenge | Wishing Tower | Xenobeast","","assets/images/game-data/goods/48180001.png","goods-item-catalog.csv"
"48190001","Bright Annulus","","0","101","Activeness Chest | Activeness Pass | Alliance Beast | Alliance Pass | Ancient Vein | Antique | Arcadia Search | Archive Jump ID | Arena Points Chest | Array System | Attire Competition | Ball Present | Celestial Realm | Compass | Contest Deal | Customize Title | Daily Pack | Daily Rebate | Daily Spending | Daily Top-Up | Divine Compass | Divinity System | Dragon Treasure | Drakefire Legacy | Exchange Store | Expedition | Extreme Challenge | Fairyland Escort | Fairyland Quest | Fairyland Trade | Find NPC | First Top-Up | Fishing | Fishing Interface | Five Spirits Demon Seal | Fortune Deluxe Gift | Fortune Voucher | Free Deal | Friend | Friend's Gift | Fund Investment | Fuse | Gear Awakening | Glyph | Godsend System | Guild Chest | Guild Renaming | Holyweapon Descent | icon | Immortal Trial | Level Rewards | Loot Crate Opening | Lucky Freebie | Lucky Smash Egg | Mandate | Mandate Appraisal | Maze Treasure Search | Merit Chest | Mine Expedition | Mirage Arcadia | Monthly Card Weekly Card | New Server Co-buy | New Server Goal | Noah Vault | Northern Abyss | Number Collection Draw | Official's Salary | Path of Growth | Phoenix Feather Treasure | Point Master | Realm Clash | Road to Immortal | Rune Chest | Rune Crafting | Sacred Mountain Realm | Sea Palace Arcadia | Server Treasure Search | Single Top-Up Rebate | Skill System | Snow Exploration | Soul System | Spending Contest | Spirit Awakening | Spirit Clash | Spirit Root Fuse | Spirit Root System | Spirit Spring Trove | Technique | Technique DTC | Time Adventure | Time Arcadia | Time Realm | Timeforge Trial | Total Top-Up | Treasure Hunt | Trinket System | type | Verdure Shrine | Warrior's Challenge | Wishing Tower | Xenobeast","","assets/images/game-data/goods/48190001.png","goods-item-catalog.csv"
"48180014","Brilliance","","0","101","Activeness Chest | Activeness Pass | Alliance Beast | Alliance Pass | Ancient Vein | Antique | Arcadia Search | Archive Jump ID | Arena Points Chest | Array System | Attire Competition | Ball Present | Celestial Realm | Compass | Contest Deal | Customize Title | Daily Pack | Daily Rebate | Daily Spending | Daily Top-Up | Divine Compass | Divinity System | Dragon Treasure | Drakefire Legacy | Exchange Store | Expedition | Extreme Challenge | Fairyland Escort | Fairyland Quest | Fairyland Trade | Find NPC | First Top-Up | Fishing | Fishing Interface | Five Spirits Demon Seal | Fortune Deluxe Gift | Fortune Voucher | Free Deal | Friend | Friend's Gift | Fund Investment | Fuse | Gear Awakening | Glyph | Godsend System | Guild Chest | Guild Renaming | Holyweapon Descent | icon | Immortal Trial | Level Rewards | Loot Crate Opening | Lucky Freebie | Lucky Smash Egg | Mandate | Mandate Appraisal | Maze Treasure Search | Merit Chest | Mine Expedition | Mirage Arcadia | Monthly Card Weekly Card | New Server Co-buy | New Server Goal | Noah Vault | Northern Abyss | Number Collection Draw | Official's Salary | Path of Growth | Phoenix Feather Treasure | Point Master | Realm Clash | Road to Immortal | Rune Chest | Rune Crafting | Sacred Mountain Realm | Sea Palace Arcadia | Server Treasure Search | Single Top-Up Rebate | Skill System | Snow Exploration | Soul System | Spending Contest | Spirit Awakening | Spirit Clash | Spirit Root Fuse | Spirit Root System | Spirit Spring Trove | Technique | Technique DTC | Time Adventure | Time Arcadia | Time Realm | Timeforge Trial | Total Top-Up | Treasure Hunt | Trinket System | type | Verdure Shrine | Warrior's Challenge | Wishing Tower | Xenobeast","","assets/images/game-data/goods/48180014.png","goods-item-catalog.csv"
"42015051","Bronze Curio - Gentleman","Used to activate or improve Archive - Glamour - M","9001","0","","","assets/images/game-data/goods/42015051.png","goods-item-catalog.csv"
"42015052","Bronze Curio - Lady","Used to activate or improve Archive - Bronze Curio - M","9001","0","","","assets/images/game-data/goods/42015052.png","goods-item-catalog.csv"
"23019466","Burning Sun Blazing Tribulation","","6055","0","","","assets/images/game-data/goods/23019466.png","goods-item-catalog.csv"
"46140057","Butterfly Basket","","7008","0","","","assets/images/game-data/goods/46140057.png","goods-item-catalog.csv"
"46080033","Butterfly Crest","","7010","0","","","assets/images/game-data/goods/46080033.png","goods-item-catalog.csv"
"46080152","Butterfly Crest","","7010","0","","","assets/images/game-data/goods/46080152.png","goods-item-catalog.csv"
"46051152","Butterfly Dance - Emerald","","6058","0","","","assets/images/game-data/goods/46051152.png","goods-item-catalog.csv"
"46054152","Butterfly Dance - Ethereal","","6058","0","","","assets/images/game-data/goods/46054152.png","goods-item-catalog.csv"
"46055152","Butterfly Dance - Green","","6058","0","","","assets/images/game-data/goods/46055152.png","goods-item-catalog.csv"
"46052152","Butterfly Dance - Nostalgia","","6058","0","","","assets/images/game-data/goods/46052152.png","goods-item-catalog.csv"
"46053152","Butterfly Dance - Rouge","","6058","0","","","assets/images/game-data/goods/46053152.png","goods-item-catalog.csv"
"93010003","c Blazing Sun Essence ` 5Required materials for fusing Golden Totem parts","","6089","0","","","assets/images/game-data/goods/93010003.png","goods-item-catalog.csv"
"30110001","c Guild Red Packet","this to send a Common Ingot Red Packet to the Guild Channel","6021","0","","","assets/images/game-data/goods/30110001.png","goods-item-catalog.csv"
"34040009","c Sacred Seed","","6050","0","","","assets/images/game-data/goods/34040009.png","goods-item-catalog.csv"
"93010002","c Totem Goldstone","materials for fusing Pink Totem parts","6089","0","","","assets/images/game-data/goods/93010002.png","goods-item-catalog.csv"
"93010001","c Totem Pink Stone","Artifact Skill Shard","6026","0","","","assets/images/game-data/goods/93010001.png","goods-item-catalog.csv"
"42017001","Caged Ox Archive","Used to activate or improve Archive - Yaoji - Divine","9001","0","","","assets/images/game-data/goods/42017001.png","goods-item-catalog.csv"
"23019467","Cangming Xinglan","","6055","0","","","assets/images/game-data/goods/23019467.png","goods-item-catalog.csv"
"46140047","Celestial Dragon Seal","","7008","0","","","assets/images/game-data/goods/46140047.png","goods-item-catalog.csv"
"42015013","Celestial Shadow - Gentleman","Used to activate or improve Archive - Floral Grace - F","9001","0","","","assets/images/game-data/goods/42015013.png","goods-item-catalog.csv"
"42015014","Celestial Shadow - Lady","Used to activate or improve Archive - Celestial Shadow - M","9001","0","","","assets/images/game-data/goods/42015014.png","goods-item-catalog.csv"
"46080023","Celestial Stars","","7010","0","","","assets/images/game-data/goods/46080023.png","goods-item-catalog.csv"
"42016008","Chang'e - Celestial Archive","Used to activate or improve Archive - Chang'e - Mystic","9001","0","","","assets/images/game-data/goods/42016008.png","goods-item-catalog.csv"
"42016010","Chang'e - Divine Archive","Used to activate or improve Archive - Chang'e - Sacred","9001","0","","","assets/images/game-data/goods/42016010.png","goods-item-catalog.csv"
"42016007","Chang'e - Mystic Archive","Used to activate or improve Archive - Chang'e - Spirit","9001","0","","","assets/images/game-data/goods/42016007.png","goods-item-catalog.csv"
"42016009","Chang'e - Sacred Archive","Used to activate or improve Archive - Chang'e - Sky","9001","0","","","assets/images/game-data/goods/42016009.png","goods-item-catalog.csv"
"42016006","Chang'e - Spirit Archive","Used to activate or improve Archive - White Tiger - Divine","9001","0","","","assets/images/game-data/goods/42016006.png","goods-item-catalog.csv"
"30470102","Changxi","Used to activate or star up Zhurong in Advanced Transform","9132","0","","","assets/images/game-data/goods/30470102.png","goods-item-catalog.csv"
"42017003","Chaofeng Archive","Used to activate or improve Archive - Yazi","9001","0","","","assets/images/game-data/goods/42017003.png","goods-item-catalog.csv"
"30200001","Chaos Summon Token","the array with strong resentment from the Chaotic Realm. Collect 10 shards to form a complete Lost Array","6026","0","","","assets/images/game-data/goods/30200001.png","goods-item-catalog.csv"
"46160005","Chessboard Throne","","4","10","Affinity Growth | Alliance Chest | Ancient Chest | Holyware Fusion | Holyweapon Skin | Noah's Card | Sub-Class | Talisman Dungeon | Time Trial | Trail Star Up","","assets/images/game-data/goods/46160005.png","goods-item-catalog.csv"
"59010016","Chest Clue","reward of romantic Wedding Feast, this ring represents friendship","0","101","Activeness Chest | Activeness Pass | Alliance Beast | Alliance Pass | Ancient Vein | Antique | Arcadia Search | Archive Jump ID | Arena Points Chest | Array System | Attire Competition | Ball Present | Celestial Realm | Compass | Contest Deal | Customize Title | Daily Pack | Daily Rebate | Daily Spending | Daily Top-Up | Divine Compass | Divinity System | Dragon Treasure | Drakefire Legacy | Exchange Store | Expedition | Extreme Challenge | Fairyland Escort | Fairyland Quest | Fairyland Trade | Find NPC | First Top-Up | Fishing | Fishing Interface | Five Spirits Demon Seal | Fortune Deluxe Gift | Fortune Voucher | Free Deal | Friend | Friend's Gift | Fund Investment | Fuse | Gear Awakening | Glyph | Godsend System | Guild Chest | Guild Renaming | Holyweapon Descent | icon | Immortal Trial | Level Rewards | Loot Crate Opening | Lucky Freebie | Lucky Smash Egg | Mandate | Mandate Appraisal | Maze Treasure Search | Merit Chest | Mine Expedition | Mirage Arcadia | Monthly Card Weekly Card | New Server Co-buy | New Server Goal | Noah Vault | Northern Abyss | Number Collection Draw | Official's Salary | Path of Growth | Phoenix Feather Treasure | Point Master | Realm Clash | Road to Immortal | Rune Chest | Rune Crafting | Sacred Mountain Realm | Sea Palace Arcadia | Server Treasure Search | Single Top-Up Rebate | Skill System | Snow Exploration | Soul System | Spending Contest | Spirit Awakening | Spirit Clash | Spirit Root Fuse | Spirit Root System | Spirit Spring Trove | Technique | Technique DTC | Time Adventure | Time Arcadia | Time Realm | Timeforge Trial | Total Top-Up | Treasure Hunt | Trinket System | type | Verdure Shrine | Warrior's Challenge | Wishing Tower | Xenobeast","","assets/images/game-data/goods/59010016.png","goods-item-catalog.csv"
"46140009","Chime of Jewels","","7008","0","","","assets/images/game-data/goods/46140009.png","goods-item-catalog.csv"
"42017009","Chiwen Archive","Used to activate or improve Archive - Bixi","9001","0","","","assets/images/game-data/goods/42017009.png","goods-item-catalog.csv"
"46140030","Christmas Memories","","7008","0","","","assets/images/game-data/goods/46140030.png","goods-item-catalog.csv"
"45022028","COA Wargod Outfit","","6024","0","","","assets/images/game-data/goods/45022028.png","goods-item-catalog.csv"
"42019117","Cold Dew Archive","Used to activate or improve Archive - Autumn Equinox","9001","0","","","assets/images/game-data/goods/42019117.png","goods-item-catalog.csv"
"48170010","Cold Wind","","0","101","Activeness Chest | Activeness Pass | Alliance Beast | Alliance Pass | Ancient Vein | Antique | Arcadia Search | Archive Jump ID | Arena Points Chest | Array System | Attire Competition | Ball Present | Celestial Realm | Compass | Contest Deal | Customize Title | Daily Pack | Daily Rebate | Daily Spending | Daily Top-Up | Divine Compass | Divinity System | Dragon Treasure | Drakefire Legacy | Exchange Store | Expedition | Extreme Challenge | Fairyland Escort | Fairyland Quest | Fairyland Trade | Find NPC | First Top-Up | Fishing | Fishing Interface | Five Spirits Demon Seal | Fortune Deluxe Gift | Fortune Voucher | Free Deal | Friend | Friend's Gift | Fund Investment | Fuse | Gear Awakening | Glyph | Godsend System | Guild Chest | Guild Renaming | Holyweapon Descent | icon | Immortal Trial | Level Rewards | Loot Crate Opening | Lucky Freebie | Lucky Smash Egg | Mandate | Mandate Appraisal | Maze Treasure Search | Merit Chest | Mine Expedition | Mirage Arcadia | Monthly Card Weekly Card | New Server Co-buy | New Server Goal | Noah Vault | Northern Abyss | Number Collection Draw | Official's Salary | Path of Growth | Phoenix Feather Treasure | Point Master | Realm Clash | Road to Immortal | Rune Chest | Rune Crafting | Sacred Mountain Realm | Sea Palace Arcadia | Server Treasure Search | Single Top-Up Rebate | Skill System | Snow Exploration | Soul System | Spending Contest | Spirit Awakening | Spirit Clash | Spirit Root Fuse | Spirit Root System | Spirit Spring Trove | Technique | Technique DTC | Time Adventure | Time Arcadia | Time Realm | Timeforge Trial | Total Top-Up | Treasure Hunt | Trinket System | type | Verdure Shrine | Warrior's Challenge | Wishing Tower | Xenobeast","","assets/images/game-data/goods/48170010.png","goods-item-catalog.csv"
"30450004","Common Souvenir","Will be deleted after the event series ends. - UA manual said to produce delicious meals. Can be used to host a Paramount Feast","7114","0","","","assets/images/game-data/goods/30450004.png","goods-item-catalog.csv"
"42015033","Cool Summer - Gentleman","Used to activate or improve Archive - Golden Robe - F","9001","0","","","assets/images/game-data/goods/42015033.png","goods-item-catalog.csv"
"42015034","Cool Summer - Lady","Used to activate or improve Archive - Cool Summer - M","9001","0","","","assets/images/game-data/goods/42015034.png","goods-item-catalog.csv"
"30060004","Crab Meat Biscuit d 8ç¥žè„ŠçŸ³ï¼Œå¯æå‡è‹±çµè£…å¤‡è‡³é‡‘è‰²å“è´¨ã€‚","","8001","0","","","assets/images/game-data/goods/30060004.png","goods-item-catalog.csv"
"42015017","Dainty Lantern - Gentleman","Used to activate or improve Archive - Vastness Ballad - F","9001","0","","","assets/images/game-data/goods/42015017.png","goods-item-catalog.csv"
"42015018","Dainty Lantern - Lady","Used to activate or improve Archive - Dainty Lantern - M","9001","0","","","assets/images/game-data/goods/42015018.png","goods-item-catalog.csv"
"42016013","Daji - Celestial Archive","Used to activate or improve Archive - Daji - Mystic","9001","0","","","assets/images/game-data/goods/42016013.png","goods-item-catalog.csv"
"42016015","Daji - Divine Archive","Used to activate or improve Archive - Daji - Sacred","9001","0","","","assets/images/game-data/goods/42016015.png","goods-item-catalog.csv"
"42016012","Daji - Mystic Archive","Used to activate or improve Archive - Daji - Spirit","9001","0","","","assets/images/game-data/goods/42016012.png","goods-item-catalog.csv"
"42016014","Daji - Sacred Archive","Used to activate or improve Archive - Daji - Sky","9001","0","","","assets/images/game-data/goods/42016014.png","goods-item-catalog.csv"
"42016011","Daji - Spirit Archive","Used to activate or improve Archive - Chang'e - Divine","9001","0","","","assets/images/game-data/goods/42016011.png","goods-item-catalog.csv"
"46080006","Dancing Chimes","","7010","0","","","assets/images/game-data/goods/46080006.png","goods-item-catalog.csv"
"46053162","Dapping Lotus - Emerald","","6058","0","","","assets/images/game-data/goods/46053162.png","goods-item-catalog.csv"
"46055162","Dapping Lotus - Ethereal","","6058","0","","","assets/images/game-data/goods/46055162.png","goods-item-catalog.csv"
"46052162","Dapping Lotus - Green","","6058","0","","","assets/images/game-data/goods/46052162.png","goods-item-catalog.csv"
"46054162","Dapping Lotus - Nostalgia","","6058","0","","","assets/images/game-data/goods/46054162.png","goods-item-catalog.csv"
"46051162","Dapping Lotus - Rouge","","6058","0","","","assets/images/game-data/goods/46051162.png","goods-item-catalog.csv"
"46033012","Demon's Wings","","4","10","Affinity Growth | Alliance Chest | Ancient Chest | Holyware Fusion | Holyweapon Skin | Noah's Card | Sub-Class | Talisman Dungeon | Time Trial | Trail Star Up","","assets/images/game-data/goods/46033012.png","goods-item-catalog.csv"
"48180004","Demonforge","","0","101","Activeness Chest | Activeness Pass | Alliance Beast | Alliance Pass | Ancient Vein | Antique | Arcadia Search | Archive Jump ID | Arena Points Chest | Array System | Attire Competition | Ball Present | Celestial Realm | Compass | Contest Deal | Customize Title | Daily Pack | Daily Rebate | Daily Spending | Daily Top-Up | Divine Compass | Divinity System | Dragon Treasure | Drakefire Legacy | Exchange Store | Expedition | Extreme Challenge | Fairyland Escort | Fairyland Quest | Fairyland Trade | Find NPC | First Top-Up | Fishing | Fishing Interface | Five Spirits Demon Seal | Fortune Deluxe Gift | Fortune Voucher | Free Deal | Friend | Friend's Gift | Fund Investment | Fuse | Gear Awakening | Glyph | Godsend System | Guild Chest | Guild Renaming | Holyweapon Descent | icon | Immortal Trial | Level Rewards | Loot Crate Opening | Lucky Freebie | Lucky Smash Egg | Mandate | Mandate Appraisal | Maze Treasure Search | Merit Chest | Mine Expedition | Mirage Arcadia | Monthly Card Weekly Card | New Server Co-buy | New Server Goal | Noah Vault | Northern Abyss | Number Collection Draw | Official's Salary | Path of Growth | Phoenix Feather Treasure | Point Master | Realm Clash | Road to Immortal | Rune Chest | Rune Crafting | Sacred Mountain Realm | Sea Palace Arcadia | Server Treasure Search | Single Top-Up Rebate | Skill System | Snow Exploration | Soul System | Spending Contest | Spirit Awakening | Spirit Clash | Spirit Root Fuse | Spirit Root System | Spirit Spring Trove | Technique | Technique DTC | Time Adventure | Time Arcadia | Time Realm | Timeforge Trial | Total Top-Up | Treasure Hunt | Trinket System | type | Verdure Shrine | Warrior's Challenge | Wishing Tower | Xenobeast","","assets/images/game-data/goods/48180004.png","goods-item-catalog.csv"
"23019441","Demonic Flame Kylin","","6055","0","","","assets/images/game-data/goods/23019441.png","goods-item-catalog.csv"
"48190012","Demonic Fury","","0","101","Activeness Chest | Activeness Pass | Alliance Beast | Alliance Pass | Ancient Vein | Antique | Arcadia Search | Archive Jump ID | Arena Points Chest | Array System | Attire Competition | Ball Present | Celestial Realm | Compass | Contest Deal | Customize Title | Daily Pack | Daily Rebate | Daily Spending | Daily Top-Up | Divine Compass | Divinity System | Dragon Treasure | Drakefire Legacy | Exchange Store | Expedition | Extreme Challenge | Fairyland Escort | Fairyland Quest | Fairyland Trade | Find NPC | First Top-Up | Fishing | Fishing Interface | Five Spirits Demon Seal | Fortune Deluxe Gift | Fortune Voucher | Free Deal | Friend | Friend's Gift | Fund Investment | Fuse | Gear Awakening | Glyph | Godsend System | Guild Chest | Guild Renaming | Holyweapon Descent | icon | Immortal Trial | Level Rewards | Loot Crate Opening | Lucky Freebie | Lucky Smash Egg | Mandate | Mandate Appraisal | Maze Treasure Search | Merit Chest | Mine Expedition | Mirage Arcadia | Monthly Card Weekly Card | New Server Co-buy | New Server Goal | Noah Vault | Northern Abyss | Number Collection Draw | Official's Salary | Path of Growth | Phoenix Feather Treasure | Point Master | Realm Clash | Road to Immortal | Rune Chest | Rune Crafting | Sacred Mountain Realm | Sea Palace Arcadia | Server Treasure Search | Single Top-Up Rebate | Skill System | Snow Exploration | Soul System | Spending Contest | Spirit Awakening | Spirit Clash | Spirit Root Fuse | Spirit Root System | Spirit Spring Trove | Technique | Technique DTC | Time Adventure | Time Arcadia | Time Realm | Timeforge Trial | Total Top-Up | Treasure Hunt | Trinket System | type | Verdure Shrine | Warrior's Challenge | Wishing Tower | Xenobeast","","assets/images/game-data/goods/48190012.png","goods-item-catalog.csv"
"46080061","Dew Spirit","","5","7","Artifact Gear | Epic Chest | Footprint Skin | Gear Enchantment | Prefix Set | Rune | Talisman Star Up","","assets/images/game-data/goods/46080061.png","goods-item-catalog.csv"
"46140020","Dewglow Charm","","7008","0","","","assets/images/game-data/goods/46140020.png","goods-item-catalog.csv"
